Msex2.02682,jdp
Msex2.13781,Klp3A
Msex2.13783,Dlic
Msex2.13782,l(2)gd1
Msex2.13785,CG9170
Msex2.08059,TAF1B
Msex2.05303,Rab40
Msex2.08506,Eaat1
Msex2.03847,Mgat1
Msex2.08057,CG13667
Msex2.03846,HINT1
Msex2.08508,Aatf
Msex2.13054,Prp3
Msex2.13056,sgl
Msex2.12784,Muc14A
Msex2.12782,cnc
Msex2.12783,Sra-1
Msex2.12780,Ald1
Msex2.03848,lms
Msex2.06558,NoSymbolFound
Msex2.06559,Rab21
Msex2.01623,Taf11
Msex2.06800,LanB1
Msex2.01274,CG9257
Msex2.13902,CG17119
Msex2.06803,CG1673
Msex2.03638,Lim1
Msex2.01627,spen
Msex2.03634,ppk28
Msex2.06552,CG10098
Msex2.03636,CG43163
Msex2.03637,CG17230
Msex2.03630,Ubc10
Msex2.03631,eIF3c
Msex2.03632,Snap29
Msex2.03633,MED31
Msex2.14368,CG14234
Msex2.12566,elm
Msex2.06806,CysRS
Msex2.12564,dan
Msex2.12568,ETHR
Msex2.06807,Kr
Msex2.14334,cyst
Msex2.14337,CG10750
Msex2.14336,tw
Msex2.02909,spz
Msex2.02901,CG14257
Msex2.02900,CG13630
Msex2.14369,mahj
Msex2.11633,Coq2
Msex2.11630,sls
Msex2.11189,Pbp95
Msex2.00201,CG8272
Msex2.00203,NoSymbolFound
Msex2.11140,CG9503
Msex2.11143,CG14020
Msex2.04643,Myo10A
Msex2.11145,CG4502
Msex2.11144,CG13784
Msex2.11147,CG16798
Msex2.11184,Tsf2
Msex2.04967,CG8945
Msex2.11148,TfIIFbeta
Msex2.11639,Cpr67Fa1
Msex2.11186,CG1360
Msex2.01901,Rpb4
Msex2.04311,Aldh7A1
Msex2.01904,su(sable)
Msex2.01906,Liprin-gamma
Msex2.01907,CG4617
Msex2.04363,sand
Msex2.04362,RpLP2
Msex2.04367,CheA7a
Msex2.05361,CG7368
Msex2.05366,koi
Msex2.10851,Ns1
Msex2.05368,FANCI
Msex2.03443,NoSymbolFound
Msex2.14934,fdl
Msex2.00530,Rpt3
Msex2.08415,CG5455
Msex2.08414,Adar
Msex2.00531,Tim9a
Msex2.05225,Mad1
Msex2.13811,CG32683
Msex2.13812,nocte
Msex2.08418,hts
Msex2.13816,shi
Msex2.01845,tay
Msex2.01847,Rad17
Msex2.01846,ND-20
Msex2.01841,CG9547
Msex2.01843,chas
Msex2.01842,Ugt301D1
Msex2.01848,RnpS1
Msex2.04507,Git
Msex2.04506,Ost48
Msex2.04505,CG8578
Msex2.04504,MED19
Msex2.04503,MESR4
Msex2.04502,sni
Msex2.04501,Trxr-1
Msex2.00538,GstD11
Msex2.04509,CG17683
Msex2.04508,CG8407
Msex2.08678,Mhc
Msex2.05106,CG14669
Msex2.00461,Obp19d
Msex2.05102,CG2663
Msex2.08671,Gart
Msex2.08670,DCP1
Msex2.08673,CG15118
Msex2.08672,CG43322
Msex2.08675,PIG-X
Msex2.08676,yellow-b
Msex2.05227,Grip75
Msex2.01595,CG5745
Msex2.01594,CG6761
Msex2.01592,RpL6
Msex2.01590,gny
Msex2.10231,CG34300
Msex2.10544,l(2)dtl
Msex2.10234,DAAM
Msex2.10235,Aven
Msex2.10238,ogre
Msex2.10239,Inx7
Msex2.05226,Art8
Msex2.06109,pont
Msex2.06108,CG6847
Msex2.01339,Taf4
Msex2.01338,ClC-c
Msex2.01333,ppl
Msex2.06103,RhoGAP93B
Msex2.06450,Ras85D
Msex2.06456,rb
Msex2.01335,Hn
Msex2.06106,Nuak1
Msex2.09108,Clk
Msex2.09109,CG32369
Msex2.09100,CG10984
Msex2.09102,Su(P)
Msex2.09103,CG13313
Msex2.07858,VGlut
Msex2.07859,aub
Msex2.07855,ft
Msex2.07856,CG34447
Msex2.07857,CG18641
Msex2.07850,mRpL38
Msex2.07852,CG4324
Msex2.10454,Prosalpha2
Msex2.00886,viaf
Msex2.00887,IntS1
Msex2.00885,atl
Msex2.00880,RpIIIC160
Msex2.00881,CG30491
Msex2.01489,CG13367
Msex2.00888,ATPsynCF6
Msex2.00889,AMPdeam
Msex2.13335,Gr43a
Msex2.11983,eIF3k
Msex2.11450,Neb-cGP
Msex2.13549,CG14331
Msex2.07270,Mdr49
Msex2.07271,Pdha
Msex2.07272,CG12795
Msex2.07274,CG7974
Msex2.03252,Dph3
Msex2.12199,CG33679
Msex2.12198,CG15506
Msex2.12193,Cpr76Bb
Msex2.03251,Arfip
Msex2.12196,CG14325
Msex2.12194,Cpr76Bc
Msex2.02739,Spase12
Msex2.02733,IRSp53
Msex2.02730,sro
Msex2.02736,PGAP1
Msex2.02737,CG16953
Msex2.02735,CtsB1
Msex2.02225,uif
Msex2.02226,CG11899
Msex2.09898,SmD3
Msex2.02222,Cyt-b5-r
Msex2.13576,CG1440
Msex2.13577,CG12123
Msex2.13575,CG32544
Msex2.02228,bou
Msex2.02229,btsz
Msex2.15509,GstE7
Msex2.15505,CG12009
Msex2.12224,Usp16-45
Msex2.12227,Atg8a
Msex2.12226,UK114
Msex2.15503,AANAT1
Msex2.09929,Ehbp1
Msex2.07367,Rx
Msex2.04779,TwdlT
Msex2.04776,Pdp
Msex2.04777,Frq2
Msex2.04772,CG15096
Msex2.05545,Tab2
Msex2.06600,nerfin-2
Msex2.05546,CG12343
Msex2.11010,CG12811
Msex2.04885,CG1738
Msex2.03179,cnn
Msex2.03178,mRpS18B
Msex2.03173,CG10470
Msex2.03172,l(2)37Bb
Msex2.03171,CG4901
Msex2.03177,CG3880
Msex2.03176,CG18507
Msex2.03175,CG2818
Msex2.03174,PNUTS
Msex2.04199,Mur82C
Msex2.04190,mRpL27
Msex2.04191,Ada1-1
Msex2.04193,Suv3
Msex2.04194,eIF5B
Msex2.04195,Ube3a
Msex2.04196,PrBP
Msex2.04197,CG44836
Msex2.05541,CG9331
Msex2.00670,hh
Msex2.00673,dmpd
Msex2.00672,bigmax
Msex2.00675,CG15525
Msex2.00674,CAH2
Msex2.00677,CG15564
Msex2.00676,CG13847
Msex2.00679,mRpL32
Msex2.00678,qless
Msex2.05828,RpL12
Msex2.11084,Acbp1
Msex2.08087,MICU1
Msex2.08084,CG4080
Msex2.08085,Zasp66
Msex2.08082,CG13920
Msex2.08083,Vta1
Msex2.08081,CG7914
Msex2.08089,mRpL40
Msex2.04991,Tdc2
Msex2.04994,Rpp25
Msex2.04995,Mob4
Msex2.04996,CG7739
Msex2.04997,CG6843
Msex2.04998,CG42637
Msex2.04999,CG10738
Msex2.11889,Cpr49Ah
Msex2.11336,NoSymbolFound
Msex2.11886,Cpr49Ae
Msex2.11333,sprt
Msex2.11330,Prp19
Msex2.11331,CG8974
Msex2.12439,CG4301
Msex2.01553,CG32112
Msex2.01003,CSN5
Msex2.01002,AP-1gamma
Msex2.01005,Pax
Msex2.01004,Xbp1
Msex2.06736,sra
Msex2.06737,Bin1
Msex2.06735,CG6126
Msex2.06733,kar
Msex2.06730,mgr
Msex2.06731,Ufl1
Msex2.01108,CG15387
Msex2.01109,brn
Msex2.01006,veli
Msex2.10933,CG3764
Msex2.06738,CG8927
Msex2.06739,CG6006
Msex2.07464,CG14636
Msex2.07461,CG33057
Msex2.07462,Vha68-2
Msex2.07469,mRpL14
Msex2.07468,Vsx2
Msex2.05647,sc
Msex2.05645,l(1)sc
Msex2.05644,ase
Msex2.05648,y
Msex2.13011,mbf1
Msex2.13012,CG42516
Msex2.13014,awd
Msex2.05996,GAPsec
Msex2.06592,CG33229
Msex2.06590,Coq6
Msex2.06591,pyx
Msex2.08318,CG31997
Msex2.06594,TfIIA-S
Msex2.06845,Rim
Msex2.08319,MAPk-Ak2
Msex2.10069,l(2)37Cb
Msex2.06841,Fbl6
Msex2.06843,CG32448
Msex2.10065,fd59A
Msex2.10064,CG1824
Msex2.12388,CG3542
Msex2.03338,CG17528
Msex2.10063,dpr12
Msex2.05991,Bem46
Msex2.05990,CG30281
Msex2.02034,Lip4
Msex2.02037,Wnt10
Msex2.02036,ninaC
Msex2.02038,Wnt6
Msex2.08314,mbo
Msex2.00749,CG1233
Msex2.05516,CG9132
Msex2.09379,NoSymbolFound
Msex2.06246,CG7414
Msex2.12760,vri
Msex2.12765,MCTS1
Msex2.12766,AdipoR
Msex2.12767,CG14805
Msex2.12768,Ankle2
Msex2.02707,phtf
Msex2.07642,CG32206
Msex2.07644,Tbc1d15-17
Msex2.05518,Src64B
Msex2.06247,CG14881
Msex2.02695,Rpb10
Msex2.02694,anne
Msex2.02691,Dmtn
Msex2.13178,vret
Msex2.09900,CG14130
Msex2.03341,hyx
Msex2.09902,CG3655
Msex2.03343,C3G
Msex2.03344,CG15254
Msex2.03345,CG15255
Msex2.03610,Cap-G
Msex2.03347,CG10936
Msex2.03618,CG41099
Msex2.03619,UQCR-11
Msex2.12506,CG8173
Msex2.12507,CG31612
Msex2.12500,CG42724
Msex2.13173,yellow-f2
Msex2.15104,Pu
Msex2.02966,Wwox
Msex2.02965,jvl
Msex2.02963,Mdh1
Msex2.02962,NoSymbolFound
Msex2.02969,CG12071
Msex2.01626,CG13623
Msex2.06242,CG32032
Msex2.01922,RpS3A
Msex2.01923,CG3829
Msex2.01920,pasi2
Msex2.01921,ifc
Msex2.10629,Prp38
Msex2.01924,CG6938
Msex2.01925,CG3045
Msex2.01929,CG5096
Msex2.04697,tin
Msex2.04344,Usp32
Msex2.04695,CG7550
Msex2.04694,nst
Msex2.04693,lbe
Msex2.04691,polybromo
Msex2.04690,CG9286
Msex2.04349,CG11550
Msex2.14351,Ide
Msex2.00194,PGAP5
Msex2.00195,nkd
Msex2.00196,CG10286
Msex2.00197,CG5381
Msex2.00190,CG32187
Msex2.00191,CG18661
Msex2.08479,Tep3
Msex2.08478,Dsk
Msex2.08477,by
Msex2.08476,tai
Msex2.08473,tefu
Msex2.08472,B9d2
Msex2.08471,Cul3
Msex2.08470,Debcl
Msex2.10621,Atox1
Msex2.01827,Vps28
Msex2.01826,CG32579
Msex2.10620,Poc1
Msex2.01823,Fim
Msex2.04529,Exn
Msex2.04528,loj
Msex2.04521,MED9
Msex2.04520,CG42518
Msex2.04523,Mul1
Msex2.04522,pea
Msex2.04525,melt
Msex2.04524,CG8078
Msex2.04527,CG34140
Msex2.04526,Mkp
Msex2.11713,CG17221
Msex2.08693,bic
Msex2.06045,CSN4
Msex2.08691,Rpt4
Msex2.08690,Octalpha2R
Msex2.08697,CG1463
Msex2.08696,NoSymbolFound
Msex2.08695,CG7849
Msex2.08698,CG10347
Msex2.10219,toc
Msex2.10212,pHCl-1
Msex2.10213,CG10068
Msex2.10211,mub
Msex2.10214,CG11790
Msex2.06046,mip120
Msex2.05349,stc
Msex2.05343,Chd64
Msex2.05346,U3-55K
Msex2.06047,SmydA-6
Msex2.05345,CG5276
Msex2.06699,NoSymbolFound
Msex2.06698,klhl10
Msex2.06691,Ror
Msex2.06693,f-cup
Msex2.06692,Gpb5
Msex2.06695,Scox
Msex2.06694,CG17111
Msex2.06697,CG4995
Msex2.04838,Itpr
Msex2.04833,CG6766
Msex2.04832,cni
Msex2.04830,CG14043
Msex2.04836,Magi
Msex2.00338,CysRS-m
Msex2.00339,S2P
Msex2.00448,CG14770
Msex2.00449,feo
Msex2.05126,CG3436
Msex2.05127,nmdyn-D6
Msex2.05124,Sting
Msex2.05125,CG18787
Msex2.00334,CG42700
Msex2.05123,CG12499
Msex2.05120,CG6345
Msex2.05121,dgo
Msex2.06479,futsch
Msex2.06474,DCAF12
Msex2.01311,CG17266
Msex2.01310,CG9410
Msex2.06473,CG1896
Msex2.06472,CG1890
Msex2.09120,fln
Msex2.00337,CG13018
Msex2.07873,GILT2
Msex2.07871,Tret1-2
Msex2.07878,scramb1
Msex2.06043,SmydA-3
Msex2.07251,ro
Msex2.07257,zye
Msex2.07254,Hrb98DE
Msex2.07259,Cyp301a1
Msex2.08995,RpA-70
Msex2.08996,Chro
Msex2.08997,lwr
Msex2.08990,CG7987
Msex2.08991,NoSymbolFound
Msex2.08992,rad50
Msex2.08993,CG45049
Msex2.08998,Camp
Msex2.08999,CG30427
Msex2.11164,mRpL3
Msex2.02758,Fbxl7
Msex2.02756,CG31183
Msex2.02757,CG14877
Msex2.02751,GstE12
Msex2.02753,GstE4
Msex2.13591,Mitofilin
Msex2.13592,mRpL35
Msex2.13593,CG6028
Msex2.13598,CG12948
Msex2.12247,sm
Msex2.12248,dpr13
Msex2.04753,CG5535
Msex2.04750,Myo31DF
Msex2.03401,NoSymbolFound
Msex2.03159,CG31759
Msex2.03406,SLO2
Msex2.03405,CG11902
Msex2.03155,IntS2
Msex2.03154,Ac3
Msex2.03409,Gbeta76C
Msex2.03156,ida
Msex2.03151,CG7011
Msex2.03153,serp
Msex2.03152,verm
Msex2.14166,ND-ASHI
Msex2.14168,Ass
Msex2.05805,CG7536
Msex2.05804,alphaCOP
Msex2.05807,mino
Msex2.05806,Vps24
Msex2.11538,CG3530
Msex2.05800,CG9215
Msex2.05802,slou
Msex2.11535,l(2)k09913
Msex2.11536,Dbp45A
Msex2.05809,Meltrin
Msex2.11531,CG42514
Msex2.11532,CG17726
Msex2.11533,CG4806
Msex2.13007,CG45105
Msex2.12918,Taf10b
Msex2.01128,waw
Msex2.01129,CG11975
Msex2.01123,CG8128
Msex2.01120,dimm
Msex2.01126,rempA
Msex2.01127,NoSymbolFound
Msex2.01124,CG9853
Msex2.01125,nbs
Msex2.10910,beat-IIa
Msex2.10913,Uck
Msex2.10912,Rab18
Msex2.10915,Prat
Msex2.10914,Paics
Msex2.00465,lush
Msex2.10916,CG9581
Msex2.10919,PsGEF
Msex2.10918,CG11377
Msex2.05660,Nup50
Msex2.05664,Bx
Msex2.06868,CG4908
Msex2.06866,repo
Msex2.06864,CG8111
Msex2.06862,Mmp1
Msex2.06863,SiaT
Msex2.06860,Mid1
Msex2.10006,Task6
Msex2.10004,Elys
Msex2.10003,CG4945
Msex2.10002,Ntan1
Msex2.10001,CG12012
Msex2.10000,CG8641
Msex2.01713,Gas8
Msex2.01712,tipE
Msex2.01431,rg
Msex2.01432,mab-21
Msex2.06425,CG6204
Msex2.01436,RpS3
Msex2.07405,Toll-7
Msex2.01341,CG16700
Msex2.07403,sowah
Msex2.07402,ara
Msex2.07401,mirr
Msex2.07400,Gk1
Msex2.06318,Psf2
Msex2.06311,CG9109
Msex2.06312,CG9527
Msex2.06314,aurA
Msex2.06315,CG10343
Msex2.12741,CG8646
Msex2.12746,SPR
Msex2.12747,CG7006
Msex2.12745,snk
Msex2.13433,Trpm
Msex2.13437,mbc
Msex2.00252,Spt5
Msex2.03368,CG6324
Msex2.03369,Mlf
Msex2.09922,Cpr56F
Msex2.03363,CG42558
Msex2.09920,spas
Msex2.09921,ImpL2
Msex2.03366,Snoo
Msex2.03367,ScpX
Msex2.03364,Sptr
Msex2.03365,CG42557
Msex2.12528,Nup205
Msex2.12526,CG9577
Msex2.09803,CG14434
Msex2.05162,CG40470
Msex2.10961,CG18600
Msex2.03098,Rab3
Msex2.03095,Tgi
Msex2.03097,Stacl
Msex2.03090,CG5966
Msex2.03091,bora
Msex2.03092,CaMKII
Msex2.00404,galene
Msex2.04961,RpS15Aa
Msex2.04960,sdk
Msex2.09256,CG6870
Msex2.09705,Sgsh
Msex2.04965,r
Msex2.09251,jub
Msex2.03897,Naa35
Msex2.09700,gig
Msex2.03893,Obp56e
Msex2.09253,CG16854
Msex2.03898,CG8568
Msex2.01945,Ets97D
Msex2.01946,Nnp-1
Msex2.01940,snsl
Msex2.01941,CG43996
Msex2.01942,Zip102B
Msex2.04328,CG7142
Msex2.04327,NoSymbolFound
Msex2.04324,TpnC41C
Msex2.01948,Sos
Msex2.04322,CG14762
Msex2.02949,Ccdc85
Msex2.02948,CG6431
Msex2.02419,l(3)72Dn
Msex2.14375,CG10657
Msex2.14374,Rbm13
Msex2.02413,CG34001
Msex2.02940,Plc21C
Msex2.02411,CG12818
Msex2.02410,Strump
Msex2.02944,CG42399
Msex2.02415,CG5151
Msex2.02946,CG11454
Msex2.08322,CG3328
Msex2.08321,CG8306
Msex2.08327,CG34228
Msex2.08326,CG8067
Msex2.08324,CG5065
Msex2.14327,CG15760
Msex2.01801,PMCA
Msex2.01806,Ptp69D
Msex2.01809,cas
Msex2.01808,CG32017
Msex2.10274,Vha44
Msex2.10275,mRpL24
Msex2.10277,CG31269
Msex2.10272,RhoGAP100F
Msex2.10273,ATPsyngamma
Msex2.05328,Ca-alpha1T
Msex2.05324,CG31145
Msex2.05325,crol
Msex2.05326,Vps20
Msex2.05327,CG3198
Msex2.05322,CG15449
Msex2.05323,Ir7c
Msex2.06670,Alp9
Msex2.06677,DCTN2-p50
Msex2.06676,CG13887
Msex2.06679,Zdhhc8
Msex2.06678,RpL27
Msex2.09320,CG5515
Msex2.09322,Efa6
Msex2.09323,Cisd2
Msex2.09496,Snx1
Msex2.04818,fusl
Msex2.09326,CG6225
Msex2.09327,alpha-Man-Ia
Msex2.09328,ec
Msex2.09329,Fancm
Msex2.04817,CG14022
Msex2.04816,Pgm2a
Msex2.04812,RNaseX25
Msex2.00312,Mms19
Msex2.05497,CG10674
Msex2.00310,Dok
Msex2.00311,CG12379
Msex2.05493,Iml1
Msex2.05490,ImpE1
Msex2.00315,mspo
Msex2.11272,eIF2D
Msex2.00318,CG11134
Msex2.05498,Sp1
Msex2.01377,grnd
Msex2.01376,per
Msex2.01373,CG43901
Msex2.06412,aph-1
Msex2.06411,CG5776
Msex2.06410,wap
Msex2.10490,Trpgamma
Msex2.10493,PK1-R
Msex2.10494,CG15531
Msex2.01379,scrt
Msex2.09144,CG31869
Msex2.09146,CG17019
Msex2.09147,CG9119
Msex2.09142,CG17211
Msex2.09143,CG17127
Msex2.03327,NoSymbolFound
Msex2.03324,sick
Msex2.09961,Phax
Msex2.07231,Dfd
Msex2.07238,pb
Msex2.07239,Pfdn5
Msex2.02776,CG6175
Msex2.02777,CG11980
Msex2.02774,MICU3
Msex2.02773,CG5068
Msex2.02771,l(3)73Ah
Msex2.02778,Pus1
Msex2.02779,Teh1
Msex2.10780,CG14883
Msex2.00958,COX5A
Msex2.00959,PSR
Msex2.00951,SsRbeta
Msex2.00952,Tmem63
Msex2.00955,Nrg
Msex2.00956,shf
Msex2.00957,ewg
Msex2.14491,CG15472
Msex2.03137,Kua
Msex2.03424,alpha-Man-Ib
Msex2.03135,Ntmt
Msex2.03426,ple
Msex2.03133,O-fut1
Msex2.03131,Srrm1
Msex2.03422,CG42673
Msex2.12262,CG8223
Msex2.03428,twz
Msex2.03139,GM130
Msex2.03138,NoSymbolFound
Msex2.14148,Ude
Msex2.14149,MagR
Msex2.14144,AIMP3
Msex2.01551,Sep1
Msex2.14141,CG2790
Msex2.05869,loco
Msex2.06706,U2af38
Msex2.05867,CG13185
Msex2.05866,rush
Msex2.05865,RNASEK
Msex2.05863,CG9222
Msex2.11040,CG13404
Msex2.11041,Erk7
Msex2.11515,Cdk9
Msex2.11512,ProRS-m
Msex2.11513,Roe1
Msex2.11510,CG8630
Msex2.01550,CDC50
Msex2.11518,Dhx15
Msex2.11519,Socs36E
Msex2.01557,Mks1
Msex2.01556,rho-4
Msex2.08268,CG8149
Msex2.08269,Samtor
Msex2.00768,put
Msex2.01555,svr
Msex2.00761,Epg5
Msex2.00767,eIF4EHP
Msex2.00766,Cdc16
Msex2.00765,CG6729
Msex2.00764,CG13827
Msex2.08150,CG3709
Msex2.08152,MFS16
Msex2.08153,pen-2
Msex2.08155,Sik3
Msex2.08156,Usp2
Msex2.01554,CG7289
Msex2.01148,CG32521
Msex2.01145,CG9254
Msex2.01146,Rint1
Msex2.01147,frj
Msex2.01140,Rpn5
Msex2.01142,INPP5E
Msex2.01143,CG34045
Msex2.09791,kune
Msex2.10396,Cen
Msex2.09793,ScsbetaA
Msex2.09792,mTerf5
Msex2.09795,g
Msex2.10391,E2f1
Msex2.09796,CG7168
Msex2.09799,Rh6
Msex2.09798,Sld5
Msex2.10649,Snr1
Msex2.10648,sea
Msex2.05681,nAChRalpha2
Msex2.05686,CG5768
Msex2.05685,nAChRalpha1
Msex2.05689,CG17782
Msex2.06881,bys
Msex2.06882,ncm
Msex2.06883,Rab5
Msex2.06884,CG17652
Msex2.06885,CG33981
Msex2.06886,CG31650
Msex2.06888,NoSymbolFound
Msex2.06889,fwe
Msex2.10023,CG11857
Msex2.10022,NoSymbolFound
Msex2.10025,tnc
Msex2.10024,CG12104
Msex2.10027,Smg6
Msex2.06089,B52
Msex2.06080,Rhp
Msex2.06081,Hasp
Msex2.06086,klar
Msex2.08511,puml
Msex2.08512,dpa
Msex2.07421,Sec31
Msex2.07422,Crtp
Msex2.07937,nop5
Msex2.07936,Fbw5
Msex2.07426,I-2
Msex2.08514,snky
Msex2.08515,Usp14
Msex2.08516,Rab23
Msex2.03851,COX7C
Msex2.03853,CCT5
Msex2.06336,Cpr11B
Msex2.06337,Orc3
Msex2.06338,byn
Msex2.06339,CG6664
Msex2.03587,CG9649
Msex2.12728,CG15649
Msex2.12729,sano
Msex2.12898,Ttc19
Msex2.12897,CG2852
Msex2.12894,Stoml2
Msex2.12892,Spred
Msex2.12890,CG2091
Msex2.07685,CG13995
Msex2.07681,ben
Msex2.07680,X11Lbeta
Msex2.07683,Cib2
Msex2.07689,CG32708
Msex2.01286,CG42672
Msex2.06916,CG14221
Msex2.13069,BBS5
Msex2.13419,rngo
Msex2.13418,CG18547
Msex2.06917,dbo
Msex2.13417,Arl5
Msex2.13410,CG9018
Msex2.13412,CG10339
Msex2.03308,mRpL51
Msex2.09949,Syx6
Msex2.03306,CG43740
Msex2.09947,miple1
Msex2.09941,AstA
Msex2.03302,CG17707
Msex2.12097,Bap60
Msex2.01288,CG11178
Msex2.12090,Gr98d
Msex2.13913,CG17768
Msex2.11621,CG8001
Msex2.00600,IFT20
Msex2.11197,CG14205
Msex2.00601,CG31064
Msex2.01969,Pex19
Msex2.01966,fj
Msex2.01962,emp
Msex2.01960,dlt
Msex2.04653,Sec15
Msex2.04300,CG13082
Msex2.04303,St4
Msex2.04657,wake
Msex2.04656,CG5590
Msex2.04307,Arl6IP1
Msex2.04309,CG9386
Msex2.04308,l(1)G0196
Msex2.14824,Lsm11
Msex2.02439,mRpS24
Msex2.02438,twin
Msex2.13740,Vsp37A
Msex2.02437,CG8765
Msex2.02431,CG45122
Msex2.02430,CG8281
Msex2.00409,CG7630
Msex2.03105,eIF2Bgamma
Msex2.08301,Cht5
Msex2.08300,kmr
Msex2.11849,asrij
Msex2.08309,CG14905
Msex2.05063,Rab35
Msex2.02451,mask
Msex2.02450,CG42322
Msex2.11845,eIF5
Msex2.10256,Cdk5alpha
Msex2.10254,alpha-Spec
Msex2.10255,Vav
Msex2.10252,G9a
Msex2.10253,Mps1
Msex2.10250,Pbgs
Msex2.00150,CG30109
Msex2.00151,CG11417
Msex2.00153,SerRS-m
Msex2.00154,dbe
Msex2.00155,psh
Msex2.00156,gce
Msex2.00157,lama
Msex2.00158,CHMP2B
Msex2.05308,rtet
Msex2.05309,U2af50
Msex2.06655,CG7544
Msex2.06654,Ref1
Msex2.06657,Slbp
Msex2.06656,Hmg-2
Msex2.06651,CG4678
Msex2.01682,CG34232
Msex2.06653,CG6379
Msex2.06652,RfC3
Msex2.09302,mor
Msex2.09300,Hcs
Msex2.06659,CG4098
Msex2.06658,ebo
Msex2.01689,gsb-n
Msex2.09305,GC1
Msex2.04872,RpL7A
Msex2.00488,ASPP
Msex2.00489,Prosalpha7
Msex2.00482,H2.0
Msex2.00483,CG6695
Msex2.00481,CG4702
Msex2.00375,gogo
Msex2.00376,CG17122
Msex2.11259,sfl
Msex2.00371,CG34199
Msex2.11705,Urm1
Msex2.11256,CG13670
Msex2.00378,ind
Msex2.11250,Cpr66Cb
Msex2.11253,CG33253
Msex2.11252,CG34461
Msex2.11018,Alg12
Msex2.14109,cmb
Msex2.01359,Oseg1
Msex2.01428,Sep2
Msex2.11011,CG5521
Msex2.01351,whd
Msex2.01422,CG43078
Msex2.06433,mRpL12
Msex2.06432,CG7044
Msex2.06435,CG4858
Msex2.06434,cry
Msex2.01425,NoSymbolFound
Msex2.01424,Nep2
Msex2.07748,Wee1
Msex2.07218,qkr54B
Msex2.07219,robl
Msex2.07744,CG8197
Msex2.07745,CdGAPr
Msex2.11391,mv
Msex2.13628,BBS8
Msex2.13629,sns
Msex2.13622,Fatp2
Msex2.13626,Alg7
Msex2.13627,CG3769
Msex2.13624,Sec6
Msex2.13625,scat
Msex2.00974,CG43795
Msex2.03118,dmrt93B
Msex2.03449,CG15125
Msex2.03448,papi
Msex2.03111,RpL37a
Msex2.03110,kermit
Msex2.03112,CG10222
Msex2.03115,CG8500
Msex2.03117,IntS12
Msex2.03440,mts
Msex2.12281,CG9519
Msex2.12286,smid
Msex2.12284,Rpn12
Msex2.12289,CG5934
Msex2.12288,CG11409
Msex2.14614,CG8207
Msex2.14615,CG31357
Msex2.14619,Usp20-33
Msex2.05840,CG33098
Msex2.05843,retn
Msex2.05845,PIG-G
Msex2.05844,l(2)efl
Msex2.05847,Cdk5
Msex2.05846,zda
Msex2.05849,Psf3
Msex2.11060,Trissin
Msex2.11066,CG8929
Msex2.11065,Gbs-70E
Msex2.12268,CG8611
Msex2.12342,CG18809
Msex2.11399,Gel
Msex2.08799,CG10362
Msex2.11395,Sugb
Msex2.11390,CG6686
Msex2.08793,scaf
Msex2.08790,NPFR
Msex2.11393,CngA
Msex2.04460,Adck1
Msex2.04461,RpL18A
Msex2.04462,Dcr-2
Msex2.04464,CG9849
Msex2.04467,cpo
Msex2.05513,CG14100
Msex2.05512,dtn
Msex2.05511,mRpL16
Msex2.05510,CG6294
Msex2.05517,Papst2
Msex2.00748,CG42727
Msex2.05515,Elk
Msex2.05514,Nop17l
Msex2.00747,CG42726
Msex2.00746,SK
Msex2.00743,hwt
Msex2.06044,porin
Msex2.08176,CG15617
Msex2.08175,AstA-R1
Msex2.12341,E(z)
Msex2.01668,Hacl
Msex2.01542,CG11035
Msex2.01166,CG2918
Msex2.01167,CHES-1-like
Msex2.01164,boi
Msex2.01543,sqh
Msex2.01160,rho-5
Msex2.10628,Mon1
Msex2.10627,Cht8
Msex2.10625,NtR
Msex2.10623,Tsp74F
Msex2.10622,Tdrd3
Msex2.01168,CG3295
Msex2.01169,Phb2
Msex2.01547,Sas-4
Msex2.11938,DNApol-alpha180
Msex2.11939,CG7065
Msex2.11932,rumi
Msex2.11933,Serinc
Msex2.11934,Glut4EF
Msex2.11935,Mccc1
Msex2.11936,Gen
Msex2.11937,Mcm7
Msex2.04107,Fancd2
Msex2.04108,RpL10Ab
Msex2.12913,CG8461
Msex2.12915,dpr14
Msex2.08362,Rab30
Msex2.07915,CG30324
Msex2.07919,CG3434
Msex2.07918,LpR2
Msex2.06354,CG10663
Msex2.06357,Lkr
Msex2.06351,nudC
Msex2.06352,CG10616
Msex2.06353,CG10660
Msex2.00756,CG31140
Msex2.03620,Set1
Msex2.06358,CG7509
Msex2.00757,CG5961
Msex2.00754,Sf3a1
Msex2.12876,Gss1
Msex2.12701,CG31689
Msex2.02240,Orc2
Msex2.09364,CG31465
Msex2.13475,FMRFaR
Msex2.02244,Drsl4
Msex2.13479,AOX3
Msex2.03326,CG9804
Msex2.09967,CG8679
Msex2.09964,Su(var)2-10
Msex2.09362,CG9393
Msex2.03320,Agpat1
Msex2.03321,GABA-B-R1
Msex2.09968,CG7997
Msex2.09969,Hmgs
Msex2.12266,STUB1
Msex2.07002,Oatp30B
Msex2.07001,rswl
Msex2.07000,pps
Msex2.02630,CG12594
Msex2.02637,Tsf1
Msex2.02636,narya
Msex2.02634,Sb
Msex2.02639,SdhC
Msex2.02638,Ktl
Msex2.03583,NoSymbolFound
Msex2.03852,Arp6
