AAEL007235,Ucp4A
AAEL011905,Myo61F
AAEL011906,His1:CG31617
AAEL011900,CG9171
AAEL009160,SkpA
AAEL017503,NoSymbolFound
AAEL017500,CG4962
AAEL017508,Dic1
AAEL000942,EMC4
AAEL000943,CG30338
AAEL011629,gkt
AAEL000947,Spase22-23
AAEL000236,fd102C
AAEL007902,Pvf3
AAEL007900,CG14341
AAEL007907,CG4629
AAEL007904,Cpsf73
AAEL001549,Pkn
AAEL006360,Ir76b
AAEL006361,Sr-CI
AAEL006362,aralar1
AAEL006363,CG2246
AAEL006364,CG6218
AAEL006367,Sec20
AAEL006061,Prosalpha2
AAEL008482,mus312
AAEL008953,kay
AAEL008952,CR11023
AAEL008486,CG34015
AAEL008956,CG5902
AAEL008959,Rab39
AAEL013621,CG17564
AAEL013620,Rab35
AAEL013625,RpS5a
AAEL002192,NoSymbolFound
AAEL002623,CG10725
AAEL002190,CG4619
AAEL002625,obst-F
AAEL002195,CG12702
AAEL002194,Uro
AAEL002198,CG9662
AAEL010800,CG41099
AAEL009066,ND-B17
AAEL004124,CG5805
AAEL012280,CG17765
AAEL002446,CG6695
AAEL004437,CG13197
AAEL004121,CG2924
AAEL007019,NaPi-III
AAEL007011,MICAL-like
AAEL008369,Acyp2
AAEL007017,CG10428
AAEL008366,CG8199
AAEL014641,CG8818
AAEL014645,CG5181
AAEL003864,Ude
AAEL015109,CG8170
AAEL015458,Tsf1
AAEL018113,CG32104
AAEL014646,Coq4
AAEL018230,CG31637
AAEL015100,Cnx99A
AAEL003868,Xpc
AAEL015107,PIG-F
AAEL004668,Sep2
AAEL004663,CG3045
AAEL004662,CG10866
AAEL004661,Hexo1
AAEL002999,RhoU
AAEL002998,Setd3
AAEL013221,RpL10Ab
AAEL002993,mRpL43
AAEL013220,crim
AAEL014851,MED14
AAEL002996,xit
AAEL014853,mfr
AAEL002994,stg1
AAEL003713,Lapsyn
AAEL012578,CG11899
AAEL012579,Got1
AAEL004592,Src64B
AAEL011227,CG7102
AAEL011222,CG40006
AAEL014271,CG17271
AAEL014273,Vamp7
AAEL014272,Marc
AAEL014274,CG32694
AAEL014277,zen
AAEL006628,CG33695
AAEL006998,Bdp1
AAEL006625,CG8549
AAEL006993,Sap47
AAEL006623,CG42296
AAEL000744,TpnC47D
AAEL004846,veli
AAEL000746,Idh
AAEL000747,corn
AAEL004843,Arp6
AAEL004841,CG14985
AAEL004840,FoxL1
AAEL008171,Zn72D
AAEL008170,Blos1
AAEL008177,Kdm2
AAEL008175,mRpL44
AAEL008174,WDR79
AAEL008179,Rheb
AAEL001167,Sytalpha
AAEL001166,sds22
AAEL011739,maf-S
AAEL001164,ND-B17.2
AAEL001162,Rcd4
AAEL011733,CG42724
AAEL011732,Tgs1
AAEL011731,Ide
AAEL011737,CG5003
AAEL011736,CG6984
AAEL001169,CG5033
AAEL006196,Hmu
AAEL010178,sals
AAEL006193,MED4
AAEL006191,RhoGAP93B
AAEL010172,Lk
AAEL010170,Rab8
AAEL010171,PGRP-LB
AAEL010177,CG34039
AAEL010175,CG5281
AAEL018026,CG13088
AAEL018029,Sytbeta
AAEL007572,fidipidine
AAEL008561,CG13876
AAEL008562,CG12391
AAEL007576,CG32736
AAEL008565,CG6512
AAEL008569,ringer
AAEL007578,csul
AAEL007579,neo
AAEL018280,Bsg25D
AAEL005719,su(f)
AAEL018288,shot
AAEL018289,Osi17
AAEL005712,msps
AAEL005713,CDK2AP1
AAEL007716,CG6938
AAEL007717,endos
AAEL007715,RpL21
AAEL007712,gig
AAEL007713,viaf
AAEL007710,CG4968
AAEL017194,pygo
AAEL007718,eIF3b
AAEL012704,euc
AAEL012875,Sec22
AAEL012874,Rrp4
AAEL012876,CG1463
AAEL012709,CG1812
AAEL012708,CG11360
AAEL013472,Blos4
AAEL013470,Vps53
AAEL017998,CG15878
AAEL013478,CG13016
AAEL009211,BBS1
AAEL002291,C901
AAEL009965,CG6980
AAEL009212,NoSymbolFound
AAEL009963,boil
AAEL009214,Acbp2
AAEL009961,CG34150
AAEL009218,Tpc1
AAEL009969,CG8407
AAEL002879,Syp
AAEL002874,Naxe
AAEL002876,CG42613
AAEL002877,Kif3C
AAEL002870,DppIII
AAEL002622,GC
AAEL003477,CG17266
AAEL003476,CalpC
AAEL003474,CG10584
AAEL003473,CCHa1-R
AAEL003470,ppk6
AAEL004436,CG17202
AAEL004125,Lnk
AAEL004434,CG8036
AAEL004435,Kyat
AAEL004120,Npc2h
AAEL004433,mRpL14
AAEL004430,mRpL30
AAEL004431,sl
AAEL014640,PGRP-LF
AAEL008367,CG14715
AAEL008364,Spn88Ea
AAEL004128,DCAF12
AAEL008363,Taf12
AAEL004438,Roe1
AAEL004439,Psf3
AAEL011038,NoSymbolFound
AAEL006963,Marcal1
AAEL006961,CG7367
AAEL000179,Ubc10
AAEL000178,Coq5
AAEL000173,CG14210
AAEL000170,CG10321
AAEL000176,CG3556
AAEL000175,eIF3c
AAEL000174,unc-119
AAEL005528,rin
AAEL005522,CG9915
AAEL005521,CG2493
AAEL005520,CAH3
AAEL005527,Nbr
AAEL005526,Smg6
AAEL005524,AhcyL1
AAEL011698,NoSymbolFound
AAEL011696,NoSymbolFound
AAEL011697,CG8298
AAEL011691,Ir87a
AAEL011693,Dis3
AAEL010341,rept
AAEL010340,SC35
AAEL010343,tgo
AAEL010342,tum
AAEL010345,CG41378
AAEL010344,CG31826
AAEL000359,Fer3HCH
AAEL010346,CG5435
AAEL010349,CG6388
AAEL000356,CG42259
AAEL010619,cos
AAEL001405,or
AAEL001407,Cdk4
AAEL001400,CG33785
AAEL017349,Hsc70-3
AAEL001403,bou
AAEL011966,to
AAEL009180,Ric
AAEL009183,CG4942
AAEL011965,CG14905
AAEL009185,Argk
AAEL009184,CG14960
AAEL011960,CG2691
AAEL009186,CG12017
AAEL009189,enc
AAEL011969,ste14
AAEL012209,Sce
AAEL003644,CAH15
AAEL007962,GstE12
AAEL002094,CG18265
AAEL006381,CG15533
AAEL006386,mRpL39
AAEL006389,26-29-p
AAEL008970,Cpr76Bc
AAEL013869,CstF64
AAEL018348,Atg17
AAEL013648,CG1441
AAEL013645,FMRFa
AAEL018340,CG31663
AAEL013863,lap
AAEL013862,ArgRS-m
AAEL013640,CG7322
AAEL017526,Srrm1
AAEL013866,CG34133
AAEL012113,VhaPPA1-1
AAEL012110,CG40470
AAEL012117,Rim2
AAEL012114,TpnC25D
AAEL010610,Spt-I
AAEL011744,abs
AAEL007388,CG14853
AAEL007382,wmd
AAEL007385,Fer1HCH
AAEL007387,CG13604
AAEL007386,Task7
AAEL011740,CG13247
AAEL007033,P5cr-2
AAEL007030,CDase
AAEL007034,jdp
AAEL007039,PGRP-SC2
AAEL007038,PH4alphaEFB
AAEL002607,CG10516
AAEL002606,Obp56d
AAEL002605,Obp56e
AAEL002141,Nep4
AAEL003801,NoSymbolFound
AAEL005084,betaTub97EF
AAEL002145,su(Hw)
AAEL004607,Uba4
AAEL004603,Spase12
AAEL014873,NoSymbolFound
AAEL002469,EndoA
AAEL011962,Tango2
AAEL002465,PIG-O
AAEL002464,Vha14-1
AAEL003739,CG31638
AAEL003735,Upf3
AAEL003736,Sec15
AAEL003730,mRpS28
AAEL003731,Hipk
AAEL005086,CG12948
AAEL014251,Det
AAEL014250,RPA2
AAEL014254,CG10147
AAEL005950,ClC-a
AAEL005951,Lsd-1
AAEL005956,Strica
AAEL005958,CG17712
AAEL006970,CG6431
AAEL006972,CG7246
AAEL006975,S-Lap7
AAEL006602,CG34136
AAEL006977,Pp2A-29B
AAEL006976,NoSymbolFound
AAEL006978,Tg
AAEL006609,cbt
AAEL000724,Snup
AAEL000725,CG17717
AAEL000722,CG4186
AAEL000723,CG31036
AAEL000720,MED11
AAEL000721,CG42304
AAEL008115,isopeptidase-T-3
AAEL008116,Sse
AAEL008111,nkt
AAEL008118,mab-21
AAEL011758,Cyp1
AAEL011209,CG1309
AAEL011206,CG6465
AAEL011757,CG6123
AAEL011204,CG7536
AAEL011203,NoSymbolFound
AAEL011750,Arp2
AAEL011201,CG3368
AAEL011752,gfzf
AAEL010402,CG7878
AAEL010403,Past1
AAEL010401,disp
AAEL010159,Karybeta3
AAEL010404,Tmem63
AAEL010408,GABA-B-R2
AAEL010157,Mgstl
AAEL010143,Idh3b
AAEL007554,vls
AAEL007555,CG3902
AAEL007556,CG31908
AAEL013989,Sec61beta
AAEL013987,CG13868
AAEL013985,CG6227
AAEL007558,Etl1
AAEL007559,CG34393
AAEL013980,Grx1
AAEL005776,Orco
AAEL005777,hmw
AAEL005774,CG42797
AAEL009649,Bap60
AAEL005772,Obp99a
AAEL005773,dmrt99B
AAEL009640,CG15365
AAEL009646,eIF4B
AAEL009647,Tango14
AAEL009644,NoSymbolFound
AAEL005779,CG2663
AAEL007738,APP-BP1
AAEL007739,CG13670
AAEL007730,nompB
AAEL007731,NoSymbolFound
AAEL007736,croc
AAEL013184,Ork1
AAEL013182,CG1582
AAEL013188,CG31249
AAEL007560,C1GalTA
AAEL012851,nclb
AAEL008575,CG9135
AAEL007562,mol
AAEL013458,Gs2
AAEL013322,CG13842
AAEL013323,CG2016
AAEL013320,Tapdelta
AAEL013321,CG9215
AAEL013327,CG1124
AAEL013324,CG10264
AAEL013325,CG15497
AAEL009238,spd-2
AAEL009232,CG3961
AAEL009235,CG9705
AAEL012588,STUB1
AAEL012585,RpL7
AAEL012586,CG34159
AAEL012583,CG5521
AAEL012582,mtTFB2
AAEL018294,Nlg3
AAEL004344,Kr
AAEL004345,CysRS
AAEL014408,stg
AAEL012990,MrgBP
AAEL002817,CG14687
AAEL002814,CG42633
AAEL002815,CG31145
AAEL002812,CG6115
AAEL002813,ATPsynCF6
AAEL002810,Mcm5
AAEL012323,prel
AAEL012325,CG8858
AAEL012324,S2P
AAEL002818,U2af50
AAEL002819,CG11807
AAEL008341,Ahcy
AAEL008342,CG14196
AAEL008347,CG8034
AAEL001707,CG5321
AAEL003409,mRpL15
AAEL004419,Dhx15
AAEL005821,CG31198
AAEL000118,Cpsf100
AAEL004148,Stip1
AAEL004410,cdc14
AAEL004147,Tsp86D
AAEL000116,APC4
AAEL004414,CG43346
AAEL004415,hfp
AAEL000113,CG9766
AAEL004417,Pex13
AAEL001642,pr
AAEL001646,Irk3
AAEL001647,Wdr81
AAEL001644,CG13404
AAEL001645,bwa
AAEL005544,Ythdf
AAEL001649,grsm
AAEL009431,mRpL10
AAEL009430,spen
AAEL009434,CG14826
AAEL009438,CG11403
AAEL010369,CG7365
AAEL010368,Pex14
AAEL010362,CG3709
AAEL010360,CG17904
AAEL010364,Asx
AAEL011554,Rpn13
AAEL001394,NoSymbolFound
AAEL011949,Tsf2
AAEL001464,CG7582
AAEL001397,Dis3l2
AAEL001463,IFT20
AAEL006736,swi2
AAEL011413,CG13344
AAEL011416,Obp59a
AAEL001399,Ctf4
AAEL011414,HmgZ
AAEL011415,Su(var)3-3
AAEL010938,CG7860
AAEL003546,Grip75
AAEL010095,CG13585
AAEL010094,CycB
AAEL010097,exu
AAEL010090,CG30373
AAEL003235,Cpr49Ab
AAEL003542,CG3430
AAEL003541,galectin
AAEL009818,CG15628
AAEL010933,Atx-1
AAEL006012,mtgo
AAEL002896,CG43347
AAEL006010,CG33635
AAEL006011,CG31704
AAEL006016,Miga
AAEL006017,CG9133
AAEL014959,NoSymbolFound
AAEL009815,CG14411
AAEL010895,CG32576
AAEL004991,CG5022
AAEL009814,Atg7
AAEL010891,CG11103
AAEL010892,Cap-H2
AAEL009813,Ir25a
AAEL010898,CG6398
AAEL007945,eIF3h
AAEL007944,SelT
AAEL007943,CG9213
AAEL007942,CG30280
AAEL017329,mei-P26
AAEL018187,jumu
AAEL018186,Pi3K59F
AAEL009810,Sfxn2
AAEL018183,CG8419
AAEL018182,row
AAEL018181,CG7504
AAEL011587,RpL27
AAEL013842,Rbsn-5
AAEL013841,Spg7
AAEL013840,Pvf1
AAEL013662,regucalcin
AAEL013661,cib
AAEL013844,Acbp1
AAEL012134,Pur-alpha
AAEL012135,CG5335
AAEL012137,Rubicon
AAEL012131,slif
AAEL004018,CG13614
AAEL012139,Mip
AAEL018341,CG3277
AAEL018343,sqa
AAEL018342,p120ctn
AAEL018344,RecQ5
AAEL018313,pyd
AAEL007054,ND-B12
AAEL007056,Ssl1
AAEL009398,Syx13
AAEL002668,CG17999
AAEL009394,CG9890
AAEL009392,Ranbp21
AAEL002662,bond
AAEL003532,Spred
AAEL003530,RpLP1
AAEL003536,Ufl1
AAEL003537,NiPp1
AAEL003535,l(3)04053
AAEL003285,TRAM
AAEL003539,ebi
AAEL003281,Arl2
AAEL003282,CG1344
AAEL003283,btsz
AAEL004625,CG2006
AAEL004623,yrt
AAEL004620,Snx3
AAEL011333,CG43896
AAEL002483,Alg3
AAEL002485,NoSymbolFound
AAEL002487,Sesn
AAEL002486,Tim9b
AAEL002488,Ddx1
AAEL003757,bb8
AAEL003754,alpha-Cat
AAEL003755,CG31126
AAEL003752,CG3224
AAEL003750,Nlp
AAEL003758,Snx6
AAEL000970,Trl
AAEL002286,Atg5
AAEL006848,CG42554
AAEL004081,dj-1beta
AAEL002284,MED18
AAEL004086,CG10638
AAEL004088,Akr1B
AAEL014235,CG11041
AAEL008284,Cpr67Fa1
AAEL014237,CG10395
AAEL008282,CG30340
AAEL014238,Ddc
AAEL005976,Aprt
AAEL005977,CG13937
AAEL005970,Tmem131
AAEL005972,CG9114
AAEL005979,dsb
AAEL000708,dbe
AAEL000709,cact
AAEL000258,cN-IIIB
AAEL000701,mRpL4
AAEL000250,FoxP
AAEL000251,stnA
AAEL000256,emp
AAEL000257,CG8366
AAEL000706,lace
AAEL000255,Socs44A
AAEL008138,Atet
AAEL008136,Ho
AAEL008135,Cog3
AAEL008134,Hmt-1
AAEL008133,CG5116
AAEL008131,Cmpk
AAEL011777,Spn77Ba
AAEL011776,alphaSnap
AAEL011774,CG17122
AAEL011779,CG32121
AAEL011778,flr
AAEL010136,mTTF
AAEL010427,Atg6
AAEL010422,Slbp
AAEL010423,Arfrp1
AAEL010138,CG17658
AAEL010139,l(2)34Fc
AAEL005284,Lar
AAEL005285,CG9395
AAEL005281,CG7744
AAEL005289,Oat
AAEL006958,Cont
AAEL006951,CG12091
AAEL006950,CG6379
AAEL006957,CG15744
AAEL006956,Spt6
AAEL006955,Cad88C
AAEL007536,CPT2
AAEL007534,CG32032
AAEL007532,Use1
AAEL007531,CG7201
AAEL005022,MED15
AAEL005023,GABPI
AAEL005021,CG17258
AAEL005754,Pkg21D
AAEL001074,Cad89D
AAEL005024,CG15905
AAEL005025,CG3542
AAEL009668,Rab3-GAP
AAEL009666,ash1
AAEL009660,CG10710
AAEL009662,CG12499
AAEL006488,mbo
AAEL006487,CG9657
AAEL006482,CG31100
AAEL007280,CG4281
AAEL007282,Rop
AAEL007283,CG6432
AAEL007284,Pdk1
AAEL007285,unc-4
AAEL007286,Manf
AAEL007288,shi
AAEL007289,Surf6
AAEL012839,CG3386
AAEL012835,iPLA2-VIA
AAEL012830,asf1
AAEL012832,CG1275
AAEL013309,Ctr1A
AAEL013304,CG18549
AAEL013305,Ts
AAEL013303,CG13028
AAEL009259,CG5149
AAEL009257,cype
AAEL009253,CG34179
AAEL009252,CG14331
AAEL006221,Prpk
AAEL006224,CG10672
AAEL006227,CG4611
AAEL006226,fal
AAEL009879,CG8149
AAEL009878,vir
AAEL002348,sv
AAEL014931,Sarm
AAEL014425,CG42795
AAEL014426,CG3999
AAEL009871,NoSymbolFound
AAEL002343,trh
AAEL002832,RpS26
AAEL009872,CG1640
AAEL002834,Inos
AAEL002347,CG31269
AAEL002836,angel
AAEL009876,CG42237
AAEL006441,Prosbeta1
AAEL012307,Nulp1
AAEL012306,Uba3
AAEL006113,CG17119
AAEL014684,Cyp6d5
AAEL001795,CG9515
AAEL009114,dsx
AAEL015336,Gdap1
AAEL015338,CG11076
AAEL000137,Nha2
AAEL004161,CG3420
AAEL004163,O-fut2
AAEL004165,wit
AAEL004167,SF1
AAEL004168,Syx6
AAEL004169,CG33229
AAEL000138,ND-B14
AAEL005567,Nap1
AAEL008036,Dnah3
AAEL001666,Marf1
AAEL009413,CG4882
AAEL009412,eIF2D
AAEL009416,MBD-R2
AAEL009415,ric8a
AAEL009414,ND-39
AAEL000399,CG5262
AAEL010308,CG42671
AAEL010306,CG4101
AAEL000397,Spt20
AAEL010300,CG4658
AAEL000395,usp
AAEL000394,Sf3a2
AAEL012339,Cdk2
AAEL013031,Cpr72Ea
AAEL011439,CG11449
AAEL011435,CG6550
AAEL011436,Myo10A
AAEL011433,SmD3
AAEL012330,Tbp
AAEL001960,Cyp12a4
AAEL000951,eEF1beta
AAEL006036,Ssu72
AAEL006033,Dhod
AAEL006038,BRWD3
AAEL006039,CG10778
AAEL000224,CG13744
AAEL017300,Tie
AAEL018160,Cdk5
AAEL001918,fog
AAEL001919,NoSymbolFound
AAEL018165,org-1
AAEL004276,CG15387
AAEL001912,slp2
AAEL001913,CG3662
AAEL001442,Rab3-GEF
AAEL001911,CG31816
AAEL001444,BBS9
AAEL001917,CG11583
AAEL001446,CG16721
AAEL001447,CG45049
AAEL008421,Cad99C
AAEL008936,CG3588
AAEL008425,Der-2
AAEL008932,Irk1
AAEL008427,CG7706
AAEL008426,NoSymbolFound
AAEL008428,CG10841
AAEL008938,CG18259
AAEL013825,tst
AAEL018306,slo
AAEL018301,spartin
AAEL018300,CG18599
AAEL018303,CG6652
AAEL018302,Tdc2
AAEL018308,nAChRbeta2
AAEL009074,Diap1
AAEL009077,NoSymbolFound
AAEL009078,ND-SGDH
AAEL007078,eIF3a
AAEL007077,mora
AAEL004146,cry
AAEL010834,ArfGAP1
AAEL002131,Teh3
AAEL002130,ImpL2
AAEL002645,Edem2
AAEL002644,Obp73a
AAEL002135,TBCB
AAEL002134,pasi1
AAEL002137,Ada2b
AAEL012156,Mettl3
AAEL012157,CG10062
AAEL012154,CG11883
AAEL012152,sax
AAEL012150,H2.0
AAEL012151,CG5522
AAEL003514,Nop60B
AAEL003516,Smyd4-3
AAEL003517,not
AAEL003510,CG13690
AAEL008371,Nf1
AAEL003518,SPoCk
AAEL003519,Atf6
AAEL018205,mop
AAEL010832,Pop5
AAEL013967,Mccc2
AAEL013960,ND-AGGG
AAEL000890,CG7548
AAEL000893,D
AAEL000894,hb
AAEL000897,CG14105
AAEL000899,PIG-Z
AAEL000090,Scamp
AAEL000091,Aos1
AAEL000094,CG11380
AAEL000097,NANS
AAEL014749,Rala
AAEL014744,nopo
AAEL005914,CG7394
AAEL005913,CG34135
AAEL005910,Alg-2
AAEL005911,CG4743
AAEL004141,NoSymbolFound
AAEL003770,Ppat-Dpck
AAEL003771,ash2
AAEL003772,CG13627
AAEL003774,EMC8-9
AAEL003776,CG14646
AAEL004209,CG13506
AAEL000278,CG33156
AAEL000279,CG31278
AAEL004200,rec
AAEL000276,mahj
AAEL000270,Rpn8
AAEL000271,l(3)72Dp
AAEL000272,CG14414
AAEL004206,CG3987
AAEL006934,MED19
AAEL006937,SMC3
AAEL006932,TfAP-2
AAEL007511,CG4914
AAEL007512,Suv3
AAEL007514,CG11836
AAEL001052,CG11267
AAEL001050,Smyd4-2
AAEL005008,Eglp4
AAEL005003,CG4945
AAEL009606,CG4452
AAEL009607,lig
AAEL009604,ReepB
AAEL009603,CG32281
AAEL009601,Pdxk
AAEL009608,mRpS16
AAEL009609,tap
AAEL010118,CG4069
AAEL010119,cnir
AAEL010112,galla-1
AAEL010113,CG5928
AAEL010116,MICU1
AAEL013142,CG8414
AAEL013143,CG13933
AAEL013144,eIF3i
AAEL017460,Ance
AAEL017462,CG11537
AAEL000950,LTV1
AAEL012816,Archease
AAEL012819,NoSymbolFound
AAEL012818,CG11753
AAEL013366,Ir21a
AAEL013367,Cda5
AAEL013490,Zip48C
AAEL000952,CG1575
AAEL013369,Bet5
AAEL009276,CG11596
AAEL009275,Pp1alpha-96A
AAEL009274,CG1943
AAEL009273,ras
AAEL009272,CG3587
AAEL009271,Tes
AAEL009278,CG9399
AAEL005041,CG6724
AAEL006201,CG14880
AAEL006207,CG6830
AAEL006206,Fer3
AAEL006205,nsl1
AAEL006209,tos
AAEL006208,CG6325
AAEL008899,CG33672
AAEL008893,Dip-C
AAEL008894,CG31998
AAEL008895,CG13589
AAEL002581,jnj
AAEL002583,Toll-7
AAEL014915,Rpn9
AAEL009851,DNApol-zeta
AAEL009857,Start1
AAEL002369,CG15356
AAEL014913,NoSymbolFound
AAEL009859,Non1
AAEL009858,SIFa
AAEL002360,CG31265
AAEL002361,Rcd7
AAEL002362,CG33506
AAEL012360,olf186-M
AAEL003184,CG7084
AAEL003183,rdhB
AAEL003180,Pfdn5
AAEL011688,Cfp1
AAEL004327,ValRS
AAEL003188,Sply
AAEL003989,Galphas
AAEL003986,CG12384
AAEL004137,Arc42
AAEL006606,CG14397
AAEL015355,ro
AAEL006601,Scgalpha
AAEL003613,sage
AAEL011632,shu
AAEL011630,CG30010
AAEL009479,CG16700
AAEL003611,CG15531
AAEL011635,CG3500
AAEL011184,Mpcp2
AAEL009474,PGRP-SA
AAEL011186,CG14020
AAEL011187,l(3)72Ab
AAEL011180,CG44250
AAEL009473,Sox100B
AAEL010327,Six4
AAEL010326,CG18473
AAEL010324,CG32225
AAEL010322,glob3
AAEL010321,l(3)02640
AAEL002214,CG13384
AAEL002215,CG7154
AAEL002740,oc
AAEL002741,CG10345
AAEL011985,CG15561
AAEL011986,CG17270
AAEL011987,CG17321
AAEL011981,Gad1
AAEL011982,Cortactin
AAEL011983,sav
AAEL011988,Secp43
AAEL011989,Spp
AAEL011458,Cpr72Ec
AAEL011459,CG1136
AAEL008078,Doa
AAEL014009,ppk23
AAEL014002,mio
AAEL014003,Lrch
AAEL008070,Dh31
AAEL008071,Golgin104
AAEL014006,hkb
AAEL001607,Galt
AAEL001604,CG7369
AAEL001605,Mapmodulin
AAEL001601,CG14777
AAEL006059,CG8187
AAEL006056,Npl4
AAEL006054,CG5071
AAEL006055,CG5890
AAEL006050,nxf2
AAEL006051,Scgbeta
AAEL010851,Syt12
AAEL010850,NoSymbolFound
AAEL010581,CG1407
AAEL010855,Cdc6
AAEL010854,Usp2
AAEL010585,NoSymbolFound
AAEL010584,CG5510
AAEL000510,CG31550
AAEL000512,NoSymbolFound
AAEL000515,CG5126
AAEL000516,JhI-26
AAEL018149,GluRIB
AAEL018148,Nmnat
AAEL002967,CG33096
AAEL018146,CG42674
AAEL018144,trbl
AAEL001939,BoYb
AAEL001935,Ctl1
AAEL001936,SmydA-1
AAEL001937,CG7966
AAEL001930,Jwa
AAEL001931,NoSymbolFound
AAEL001932,Fadd
AAEL016984,Gapdh1
AAEL016986,Clp
AAEL008408,CG4025
AAEL008401,Ktl
AAEL018329,Nckx30C
AAEL013808,sn
AAEL018326,CNT2
AAEL018324,Rim
AAEL018323,alt
AAEL018322,Pbp95
AAEL018320,CG42748
AAEL007899,CG5776
AAEL011754,Yip1d1
AAEL007891,CG6766
AAEL007893,CG31549
AAEL007895,beta4GalT7
AAEL007897,spz4
AAEL003831,fa2h
AAEL011756,Aldh7A1
AAEL011202,bigmax
AAEL011753,r2d2
AAEL011200,CG14434
AAEL013778,cpa
AAEL007092,lama
AAEL007096,yellow-g2
AAEL013771,mRpL54
AAEL010407,CG1103
AAEL002119,Ras64B
AAEL002118,Ubc6
AAEL002113,CG12170
AAEL002112,nab
AAEL002111,Cpr64Ac
AAEL002110,Cpr64Ab
AAEL002117,CG13193
AAEL002116,CG31475
AAEL012171,nito
AAEL012172,Mtap
AAEL012175,blw
AAEL012178,wech
AAEL002152,Kap3
AAEL014583,RpLP2
AAEL003573,Tnpo-SR
AAEL000076,CG11837
AAEL000077,ZnT86D
AAEL000079,CG31635
AAEL014762,Zip99C
AAEL008242,NoSymbolFound
AAEL014767,CG13699
AAEL008244,kto
AAEL008247,DNApol-alpha180
AAEL008249,CG32448
AAEL008248,CG7414
AAEL014768,CG9674
AAEL005931,Pgd
AAEL005939,CG11077
AAEL003791,CG7556
AAEL003794,NoSymbolFound
AAEL000217,Tao
AAEL004221,GlyS
AAEL000215,Pop4
AAEL004227,jar
AAEL000213,CG11236
AAEL000210,mRpL2
AAEL000211,CG8369
AAEL004229,GstT4
AAEL004228,Stt3A
AAEL000219,CG1532
AAEL005247,lbe
AAEL009596,CG8112
AAEL006917,Glg1
AAEL006915,Pgam5
AAEL006912,CG9149
AAEL006910,CG9934
AAEL006919,CG12256
AAEL006918,CG10038
AAEL009629,CG2145
AAEL005796,eIF4EHP
AAEL001036,Elp1
AAEL005790,Men
AAEL001030,CG4390
AAEL001033,MBD-like
AAEL005061,Sec10
AAEL009623,Rtca
AAEL001039,CG9393
AAEL001038,Cdk7
AAEL005068,Skp2
AAEL005069,NoSymbolFound
AAEL010461,Pex16
AAEL010462,NoSymbolFound
AAEL010464,Gdh
AAEL010465,PIG-K
AAEL010467,Hrb87F
AAEL010468,RpI12
AAEL010469,tsl
AAEL008763,NC2beta
AAEL017113,CG4038
AAEL013167,cactin
AAEL017115,CG8945
AAEL017445,nub
AAEL017116,nonA
AAEL001914,bark
AAEL006265,Drep2
AAEL006264,sut1
AAEL006267,Rab3
AAEL006262,CG8323
AAEL013982,lark
AAEL011924,Task6
AAEL006269,sprt
AAEL008871,SdhC
AAEL008874,CG42379
AAEL007799,Rcc1
AAEL007796,CG9372
AAEL007797,CG4813
AAEL007794,dpr11
AAEL008879,cn
AAEL007792,CG18635
AAEL007790,l(1)10Bb
AAEL002562,Rpp20
AAEL002563,Hpr1
AAEL002560,CG7381
AAEL002566,CG32537
AAEL002567,CG11498
AAEL002565,bt
AAEL002569,gwl
AAEL012691,CG6723
AAEL012690,Exd2
AAEL013341,l(2)efl
AAEL009835,CG15478
AAEL012438,Ada1-1
AAEL002304,Pbgs
AAEL002303,CG16890
AAEL009833,mRpL46
AAEL009839,Cbp80
AAEL009838,CG9485
AAEL002308,Tis11
AAEL002309,Prx2540-2
AAEL007132,Dhc64C
AAEL007130,LeuRS-m
AAEL007131,CG33282
AAEL007137,CG6511
AAEL007134,CG13707
AAEL007135,Prx5
AAEL003680,Rnf146
AAEL003934,CG14277
AAEL003961,CG31937
AAEL003964,ZnT49B
AAEL003966,wrapper
AAEL003968,Iswi
AAEL014970,CG6495
AAEL001480,Pgm2a
AAEL001845,Sptr
AAEL001847,mtRNApol
AAEL011612,tfc
AAEL009458,Syx4
AAEL000645,gdl
AAEL000860,uzip
AAEL014393,NoSymbolFound
AAEL000867,CG6758
AAEL000642,Mal-A5
AAEL001113,Picot
AAEL005064,ea
AAEL000683,CG16798
AAEL000682,CG10600
AAEL000685,Tango6
AAEL008058,Liprin-alpha
AAEL014029,opm
AAEL014024,CG34228
AAEL008055,nAChRalpha6
AAEL008056,Ih
AAEL014020,CG17078
AAEL014021,MED23
AAEL001622,lic
AAEL001623,REG
AAEL001624,CG15536
AAEL001625,CG14778
AAEL001626,Zip89B
AAEL001627,mmy
AAEL006070,Pglym78
AAEL010879,CG32280
AAEL006073,CG10254
AAEL006075,tex
AAEL010877,l(2)dtl
AAEL000536,CG7166
AAEL002887,arm
AAEL002334,eIF3e
AAEL018125,Ca-alpha1T
AAEL018124,sced
AAEL018127,sol
AAEL018126,tyf
AAEL018121,ImpE1
AAEL018120,NoSymbolFound
AAEL011478,ctp
AAEL001954,Snx16
AAEL001952,CG11444
AAEL014949,Hydr2
AAEL001950,CG15445
AAEL011470,CG14439
AAEL011471,RpL17
AAEL011473,Sirt6
AAEL011475,CrzR
AAEL011476,CG14270
AAEL001959,fok
AAEL010704,AP-1mu
AAEL008469,CG7519
AAEL008468,Cbs
AAEL008465,Grip91
AAEL008466,B-H1
AAEL008461,Surf4
