GeneName,GeneSymbolOrthologs
AGAP003378,Cpr64Ab
AGAP003388,CG5746
AGAP003390,Cpr64Ad
AGAP003395,CG43367
AGAP003396,PIG-Q
AGAP003397,Dbp80
AGAP003398,Nurf-38
AGAP003400,Cow
AGAP003401,CG14367
AGAP003402,flfl
AGAP003404,PIG-H
AGAP003405,AdSS
AGAP003406,CG15696
AGAP003408,CG2767
AGAP003409,CG2698
AGAP003410,mip40
AGAP003412,RpS28b
AGAP003413,CG10802
AGAP003414,scu
AGAP003415,CG6523
AGAP003416,Pfdn5
AGAP003417,TBC1D5
AGAP003418,CG8630
AGAP013445,CG15888
AGAP003419,apn
AGAP003420,Osi22
AGAP003424,alpha-Cat
AGAP003425,gb
AGAP003428,rdx
AGAP003429,stck
AGAP003430,ATP6AP2
AGAP003431,CG31064
AGAP003434,Cap-D2
AGAP003437,Snx3
AGAP003438,pre-mod(mdg4)-Y
AGAP003439,mod(mdg4)
AGAP003440,CG5377
AGAP003441,Kal1
AGAP003445,Tsc1
AGAP003447,CG18428
AGAP003449,Root
AGAP003453,CG13607
AGAP003454,GatB
AGAP003457,Gmap
AGAP003459,Nup93-2
AGAP003460,NoSymbolFound
AGAP003461,Alg14
AGAP003462,Art1
AGAP003463,CG14613
AGAP003464,CG8298
AGAP003465,Osi14
AGAP003466,Osi15
AGAP003467,Osi16
AGAP003468,Osi17
AGAP003469,Osi18
AGAP003471,Osi20
AGAP003475,Dip-B
AGAP003476,CG9286
AGAP003477,CCT6
AGAP003478,Pis
AGAP003479,Gfrl
AGAP003484,CG42668
AGAP003485,CG4511
AGAP003486,kuk
AGAP003487,CG4666
AGAP003488,Sil1
AGAP003489,Vps13B
AGAP003490,Spat
AGAP003492,CG1208
AGAP003493,CG1213
AGAP003497,TBPH
AGAP003498,Meltrin
AGAP003501,CG8093
AGAP003502,cd
AGAP003503,Nup133
AGAP003506,dsd
AGAP003507,Vps24
AGAP003508,Suv3
AGAP003509,cpx
AGAP003512,CG9766
AGAP003513,Skeletor
AGAP003514,CG14688
AGAP003516,CG8132
AGAP003517,beta-PheRS
AGAP003519,mask
AGAP003521,CG8507
AGAP012974,CG14309
AGAP003523,Hph
AGAP003524,wda
AGAP003525,Rga
AGAP003526,asl
AGAP003527,SecS
AGAP003532,RpS3A
AGAP003533,CG7394
AGAP003536,CG4743
AGAP003537,ttk
AGAP003538,RpL36A
AGAP013361,Fcp3C
AGAP003539,CG14881
AGAP003540,GCC185
AGAP003541,eEF1alpha2
AGAP003543,CG15027
AGAP003544,CG11986
AGAP012993,CG11983
AGAP003545,osk
AGAP003546,pyd
AGAP003547,rtp
AGAP003548,Mms19
AGAP003549,Tango9
AGAP003551,Alg1
AGAP003552,Smyd5
AGAP013398,CG5862
AGAP003553,eca
AGAP003555,Mipp2
AGAP003556,RpL3
AGAP003559,dlp
AGAP003560,Uggt
AGAP003567,CG14812
AGAP003568,Nlg3
AGAP003570,Nlg1
AGAP003571,Srr
AGAP003572,CG42402
AGAP003574,repo
AGAP003575,mTerf5
AGAP003576,Tnpo-SR
AGAP003579,Cad87A
AGAP003584,Sodh-2
AGAP013333,Mpcp2
AGAP003587,CG6928
AGAP003588,VhaM9.7-a
AGAP003589,ProRS-m
AGAP003590,Arv1
AGAP003591,Lrr47
AGAP003592,RpLP0
AGAP003593,Art3
AGAP003595,CG5728
AGAP003596,CG6236
AGAP003597,Su(var)3-9
AGAP003598,Set
AGAP003599,ATPsynO
AGAP003600,ELOVL
AGAP003601,Alg9
AGAP003602,CG5339
AGAP003604,Fife
AGAP003605,Cul2
AGAP003606,CG8306
AGAP003607,Cad96Cb
AGAP003608,Cyp4aa1
AGAP003611,CG30427
AGAP003612,CG3760
AGAP003613,CG8314
AGAP003614,CG8320
AGAP013432,CG30380
AGAP003618,wts
AGAP003619,Spt6
AGAP003621,CG4593
AGAP003622,Tgt
AGAP003623,Acsl
AGAP003629,NT5E-2
AGAP003630,insb
AGAP003631,CCHa2-R
AGAP003632,CG12301
AGAP003633,CG7065
AGAP003635,su(w[a])
AGAP003636,CG6910
AGAP003638,CG2841
AGAP003643,puf
AGAP003644,mRpS11
AGAP003645,Keap1
AGAP003647,EMC1
AGAP003648,RpII140
AGAP003649,CG45050
AGAP003650,eIF2Balpha
AGAP003651,FER
AGAP003652,Aldh
AGAP003654,Pdfr
AGAP003655,CG14100
AGAP003656,NoSymbolFound
AGAP003660,CG14223
AGAP003661,FipoQ
AGAP003662,CG1418
AGAP003664,CG10280
AGAP003665,CG13634
AGAP003666,Trc8
AGAP003667,CG13663
AGAP003669,Dr
AGAP003670,tin
AGAP003671,bap
AGAP003672,lbe
AGAP003674,C15
AGAP003675,Crz
AGAP003676,rad50
AGAP003678,CG6051
AGAP003679,CG5882
AGAP003680,snu
AGAP003681,htt
AGAP003684,prt
AGAP003685,CG6118
AGAP003687,mino
AGAP003688,CG10184
AGAP013188,CG31198
AGAP013001,CG14516
AGAP003697,Alg13
AGAP003698,CG3224
AGAP003700,CG13630
AGAP003702,tok
AGAP003703,asp
AGAP013281,CG13627
AGAP003704,Ppox
AGAP003705,ash2
AGAP003706,CG31126
AGAP003707,CG40228
AGAP003709,slo
AGAP003710,CG31125
AGAP003711,Vha100-1
AGAP003712,AstA
AGAP003713,CG33998
AGAP003714,CG42331
AGAP003715,aux
AGAP003716,twf
AGAP013180,spn-B
AGAP003719,FeCH
AGAP003722,AnxB10
AGAP003723,CG6005
AGAP003725,Esyt2
AGAP003726,REPTOR
AGAP003727,unc-45
AGAP003728,CG10903
AGAP003729,CG11035
AGAP003731,Vps37B
AGAP003732,CG8675
AGAP003735,Rbp
AGAP003736,CG30053
AGAP003737,CG32708
AGAP013455,Atx2
AGAP003738,Mco1
AGAP003739,Fer2
AGAP003740,fs(1)Ya
AGAP003741,CG34231
AGAP003742,Rcc1
AGAP003743,dgt6
AGAP003744,CG4813
AGAP003745,LBR
AGAP003746,CG10936
AGAP003751,CG14880
AGAP003755,nsl1
AGAP003756,Fer3
AGAP012971,CG6834
AGAP013201,CG31098
AGAP003757,CG11892
AGAP003767,CG31300
AGAP003768,RpS2
AGAP003769,Karybeta3
AGAP003770,mRpL51
AGAP013038,Tailor
AGAP013148,Sirt4
AGAP003779,Pp4-19C
AGAP003781,CG9522
AGAP013492,CG9521
AGAP003782,CG9518
AGAP003783,CG45065
AGAP003784,CG9514
AGAP003785,CG9512
AGAP003787,CG12398
AGAP003788,CG9503
AGAP003789,Flo2
AGAP003790,AnxB9
AGAP003791,spn-D
AGAP003792,PIG-B
AGAP003794,nonA
AGAP003795,TMEM216
AGAP003796,Cks85A
AGAP003797,Teh1
AGAP003798,CG5916
AGAP003800,Membrin
AGAP003801,CG43295
AGAP003802,CG2162
AGAP003803,ana1
AGAP003804,CG13074
AGAP003806,CG2794
AGAP003808,pck
AGAP003809,sinu
AGAP003810,kune
AGAP003811,CG5727
AGAP003812,CG32095
AGAP003814,Hacd1
AGAP003816,RpL30
AGAP003817,Ythdf
AGAP003818,RN-tre
AGAP003819,CG5569
AGAP003820,CG7083
AGAP003821,Usp20-33
AGAP003824,Cog2
AGAP003825,CG17187
AGAP003826,CG12321
AGAP003827,wge
AGAP003833,NoSymbolFound
AGAP003834,CG32032
AGAP003839,CG6966
AGAP003842,CG33217
AGAP003843,Cchl
AGAP003844,cwo
AGAP003845,Brd8
AGAP003846,CG14507
AGAP003847,CG12877
AGAP003848,CG1635
AGAP003849,CG45263
AGAP003852,Pbp49
AGAP003853,trbd
AGAP003856,pasi1
AGAP003857,Ubc6
AGAP003858,Atg6
AGAP003860,slgA
AGAP003861,CG31278
AGAP003863,Lnk
AGAP003864,CG9034
AGAP003865,Grip91
AGAP003866,CG6144
AGAP003867,MED28
AGAP003868,Cp110
AGAP003870,thoc7
AGAP003871,Optix
AGAP003872,pcx
AGAP003873,crb
AGAP003874,Uck
AGAP003876,tx
AGAP003879,VhaAC45
AGAP003880,CG1504
AGAP003882,Taf1
AGAP003883,CG1307
AGAP003884,alpha-Man-Ib
AGAP003885,lmd
AGAP003886,CG33111
AGAP003887,CG34355
AGAP003889,CG13667
AGAP003890,CG11920
AGAP003891,tex
AGAP003892,Ent2
AGAP003893,CtBP
AGAP003894,cag
AGAP003895,klhl10
AGAP003896,bbx
AGAP003899,Sxl
AGAP003900,ND-B14.5A
AGAP003901,pigs
AGAP003902,APC7
AGAP003903,CG11679
AGAP003904,CG4199
AGAP003906,SWIP
AGAP003907,CG3918
AGAP003909,His4r
AGAP003911,His2A:CG31618
AGAP003914,pum
AGAP003917,Naa30A
AGAP003918,lgs
AGAP003919,CG4646
AGAP003921,na
AGAP003923,Art4
AGAP003925,Klp98A
AGAP003927,Ilp7
AGAP003928,xit
AGAP003930,CG15412
AGAP003931,RhoU
AGAP003933,CG43902
AGAP003934,Cln3
AGAP003935,CG30382
AGAP003936,SmD2
AGAP003937,CG42319
AGAP003938,CG15617
AGAP003939,Zasp67
AGAP003940,jumu
AGAP003941,CG6115
AGAP003943,Rfx
AGAP003944,RhoGAP100F
AGAP003945,heph
AGAP003962,CG9164
AGAP003965,dysf
AGAP003966,CG14544
AGAP003968,Cmpk
AGAP003969,CG5116
AGAP013271,CG42488
AGAP003970,Cog3
AGAP003972,Cirl
AGAP003974,Trm7-32
AGAP003975,Ho
AGAP003976,CG42327
AGAP003979,Elp1
AGAP003980,Vps45
AGAP003981,CG9393
AGAP003982,MBD-like
AGAP003983,CG14712
AGAP003984,CG10425
AGAP003986,Csk
AGAP003987,P32
AGAP003988,CG30109
AGAP003989,Amt
AGAP003992,Mat89Ba
AGAP003995,tobi
AGAP003997,gish
AGAP004002,Hsp60A
AGAP013015,Pdrg1
AGAP004003,CG14115
AGAP013019,CG34428
AGAP004007,CG34442
AGAP004011,Smn
AGAP004012,CG10793
AGAP004018,CG5921
AGAP004020,alpha-Man-IIa
AGAP004021,Ir40a
AGAP004022,HSPBAP1
AGAP004023,Atg4b
AGAP004028,CG31368
AGAP004025,mthl5
AGAP004029,Ercc1
AGAP004030,Dnali1
AGAP004031,wal
AGAP004032,alpha-Man-IIb
AGAP004033,CG17816
AGAP004034,TyrR
AGAP004035,Lgr1
AGAP004038,Pxt
AGAP004039,cno
AGAP013096,corto
AGAP004046,plh
AGAP004048,Uxt
AGAP004049,Sara
AGAP004050,dsx
AGAP004052,pros
AGAP004055,CG5214
AGAP004056,CG32022
AGAP004057,GatA
AGAP004062,CG6325
AGAP004063,MED4
AGAP004064,CG2972
AGAP004065,Hmu
AGAP004066,Nrx-1
AGAP013121,CG11000
AGAP004068,CG42675
AGAP004069,CG5282
AGAP004070,Hpr1
AGAP004071,Fim
AGAP004076,CG34309
AGAP004077,CG32537
AGAP004078,Top1
AGAP004079,primo-1
AGAP004080,CG3703
AGAP004082,NoSymbolFound
AGAP004085,Ada1-1
AGAP004086,Sras
AGAP004087,CG9467
AGAP004090,Rat1
AGAP013315,NoSymbolFound
AGAP004091,NoSymbolFound
AGAP004092,Atg2
AGAP013472,CG12540
AGAP004093,euc
AGAP004095,CG5646
AGAP004096,wdb
AGAP004098,Sar1
AGAP004097,CG5044
AGAP004099,CG9356
AGAP004100,mRpL43
AGAP004101,Mt2
AGAP004102,fsd
AGAP004103,rdhB
AGAP004106,SKIP
AGAP004107,CG7084
AGAP013211,CG13407
AGAP004109,CG6225
AGAP004110,CG6013
AGAP013081,CG6026
AGAP004112,cdi
AGAP004113,mRpL55
AGAP004115,CG17119
AGAP004117,Gprk2
AGAP004118,Loxl2
AGAP004119,Pde6
AGAP004120,CG5447
AGAP004121,Osi1
AGAP004123,NPFR
AGAP004124,Osi24
AGAP004125,Osi2
AGAP004126,Osi3
AGAP004127,Osi4
AGAP004128,Osi8
AGAP004129,Osi6
AGAP004130,Osi7
AGAP004131,Osi9
AGAP004132,NoSymbolFound
AGAP004133,CG9259
AGAP004134,Osi11
AGAP013195,Osi12
AGAP004135,yellow-e
AGAP004136,yrt
AGAP012972,Slbp
AGAP004137,CG11882
AGAP004140,disp
AGAP004141,CG9986
AGAP004142,Got1
AGAP004143,CG5521
AGAP013209,Slimp
AGAP004144,mv
AGAP004145,l(1)G0004
AGAP012989,CG3448
AGAP004146,NoSymbolFound
AGAP004147,Sec10
AGAP004148,ea
AGAP004149,CG34409
AGAP004150,CG12948
AGAP004151,PpD3
AGAP004152,CG16908
AGAP004153,CG34194
AGAP004154,Ser
AGAP004158,CG42813
AGAP004159,Men-b
AGAP004160,CG34402
AGAP004163,GstD11
AGAP004164,GstD1
AGAP004166,Cad89D
AGAP004169,CG42342
AGAP004175,r-l
AGAP004176,Ire1
AGAP004177,CG11447
AGAP004178,l(3)neo38
AGAP004179,MICU3
AGAP004181,bnl
AGAP004186,CG43901
AGAP004188,ph-p
AGAP013462,fs(1)K10
AGAP004190,CG2260
AGAP004191,MED22
AGAP004192,Hsc70-3
AGAP004194,DCTN1-p150
AGAP004195,D2hgdh
AGAP004196,bcn92
AGAP004197,Pgd
AGAP004198,Spn85F
AGAP004199,CG10444
AGAP004200,CG11550
AGAP004201,NoSymbolFound
AGAP004204,Rab4
AGAP004205,Sgsh
AGAP004206,Rlb1
AGAP004207,Exo84
AGAP004208,CG7352
AGAP004209,CG31140
AGAP004210,CG13603
AGAP004211,cindr
AGAP004212,Calr
AGAP004215,CG10011
AGAP004218,CG31431
AGAP013482,CG6569
AGAP004221,CG7634
AGAP004223,5-HT7
AGAP004224,Hr96
AGAP004225,CG9667
AGAP004226,CG6607
AGAP004227,Arl8
AGAP004228,grn
AGAP004229,ca
AGAP004230,side-VII
AGAP004232,Pli
AGAP004233,Brf
AGAP004234,lute
AGAP004235,eEF1delta
AGAP004236,CG12375
AGAP004237,CG5376
AGAP004238,CCT1
AGAP004239,polo
AGAP004240,CycC
AGAP004241,CG33332
AGAP004242,CG33331
AGAP004244,rols
AGAP004245,CG3223
AGAP004246,Ptp10D
AGAP013480,CG34382
AGAP004247,PHGPx
AGAP013374,CG14961
AGAP012988,CG14397
AGAP004249,fid
AGAP004251,NaPi-III
AGAP004254,Taf6
AGAP004255,CG7889
AGAP004256,MICAL-like
AGAP004258,CG44422
AGAP004262,to
AGAP012999,CG13807
AGAP004265,Nab2
AGAP004266,CG4908
AGAP004267,rumi
AGAP004268,Uxs
AGAP004270,CG7985
AGAP004271,CG6567
AGAP004272,boss
AGAP004273,Sap47
AGAP004274,CG5516
AGAP004275,Mcm2
AGAP004280,gro
AGAP004281,DIP1
AGAP004282,Klf15
AGAP004283,AP-1sigma
AGAP004284,TTLL12
AGAP004287,Nepl16
AGAP004288,TTLL5
AGAP004289,Mocs2A
AGAP013168,Mocs2B
AGAP004291,Pp2C1
AGAP004292,Lztr1
AGAP004293,CG17778
AGAP004294,Ubqn
AGAP004295,CG2006
AGAP004296,Spase12
AGAP004297,CG5854
AGAP004298,CanB
AGAP004299,HLH3B
AGAP004300,CG4975
AGAP004301,PIG-K
AGAP004303,NoSymbolFound
AGAP013294,UBL3
AGAP004306,fuss
AGAP004307,CG5316
AGAP004310,Gyf
AGAP004309,Orct
AGAP004311,Ppcs
AGAP004313,Gr36a
AGAP004314,pn
AGAP004315,Pink1
AGAP004318,snk
AGAP004320,mbc
AGAP004321,dod
AGAP004322,peng
AGAP004323,CG31342
AGAP004324,yellow-f2
AGAP004327,CG7518
AGAP004329,EMC6
AGAP004331,gl
AGAP004332,CG31357
AGAP004333,CG5639
AGAP004335,cher
AGAP004336,CG1789
AGAP004337,Ets97D
AGAP004338,cal1
AGAP013385,CG11076
AGAP004340,NoSymbolFound
AGAP004341,MTA1-like
AGAP004344,H
AGAP004345,Mink
AGAP004348,sle
AGAP004351,CG7878
AGAP004352,ScsbetaG
AGAP004353,puc
AGAP004355,Or22b
AGAP004358,ADPS
AGAP004359,IntS12
AGAP004361,srl
AGAP004362,Gdh
AGAP004363,EloA
AGAP004366,P5CDh1
AGAP004367,Mur89F
AGAP004369,beat-IIa
AGAP004370,TfIIA-S
AGAP004371,CG31743
AGAP004372,CG31523
AGAP004373,CG31522
AGAP004374,Wdr37
AGAP004375,CG10000
AGAP004376,CG10467
AGAP004377,CG14965
AGAP004384,hrm
AGAP004386,Hand
AGAP004391,CG15771
AGAP013338,Neurochondrin
AGAP004392,DNApol-alpha73
AGAP004394,DppIII
AGAP004395,Nlp
AGAP004396,CG7920
AGAP004397,Mgat2
AGAP004400,COX8
AGAP004402,MFS17
AGAP004403,Myo95E
AGAP004404,mRpS24
AGAP004405,twin
AGAP004407,CG5510
AGAP004408,Mcm5
AGAP004409,wfs1
AGAP004410,CG14687
AGAP004412,Dph5
AGAP004413,TTLL15
AGAP004416,CG8800
AGAP004417,Zpr1
AGAP004418,CG14285
AGAP004419,CG3149
AGAP004420,SCCRO
AGAP004422,NoSymbolFound
AGAP004423,CG2519
AGAP004425,Dpck
AGAP004429,Pgant35A
AGAP004430,pcm
AGAP004433,Obp19a
AGAP004434,Gcn5
AGAP004435,sturkopf
AGAP004437,Gpo1
AGAP004438,Spps
AGAP004439,Cog7
AGAP004440,kst
AGAP004441,CG11563
AGAP004443,sgg
AGAP004446,Hers
AGAP004448,dsh
AGAP004450,CG13377
AGAP004451,Galt
AGAP013238,Sbat
AGAP013542,CG42376
AGAP004452,CG2157
AGAP004453,Dop2R
AGAP004458,CG32687
AGAP004459,Aos1
AGAP004460,NANS
AGAP004461,ZnT86D
AGAP004462,RpS25
AGAP004463,vito
AGAP004464,CG9590
AGAP004465,CG11837
AGAP004466,HPS4
AGAP004467,Zw10
AGAP004468,CG7650
AGAP004469,rdgBbeta
AGAP004470,ste24a
AGAP004471,CG6665
AGAP004473,mute
AGAP004474,ppk9
AGAP004476,Vmat
AGAP004477,FIG4
AGAP004478,CG10731
AGAP004479,Rcd1
AGAP004480,RpIIIC53
AGAP004481,mRpS26
AGAP004483,l(2)gl
AGAP004484,Cisd2
AGAP004485,Sur-8
AGAP004486,AdipoR
AGAP004487,Snx6
AGAP004488,Arp5
AGAP004489,CG8814
AGAP004490,CG15561
AGAP004491,tos
AGAP004492,Non2
AGAP004494,Eip93F
AGAP004495,CG6678
AGAP004496,dnd
AGAP004497,CG8420
AGAP004498,St2
AGAP004499,m-cup
AGAP004500,knk
AGAP004502,tws
AGAP004503,TAF1B
AGAP004504,lqfR
AGAP004506,Pburs
AGAP004507,spg
AGAP004508,Dmtn
AGAP004509,CG14641
AGAP004510,Inx3
AGAP004513,Coq2
AGAP004514,Ns1
AGAP004516,CG6171
AGAP004517,hkb
AGAP004518,CG1090
AGAP004519,Sfxn1-3
AGAP004520,RanBP3
AGAP004521,Bx42
AGAP004522,CG5745
AGAP004523,CG7044
AGAP004524,RhoGAP93B
AGAP004527,Csas
AGAP004530,CG15365
AGAP004532,spidey
AGAP004533,CtsB1
AGAP004535,Ranbp16
AGAP004537,CG42553
AGAP004543,CG30159
AGAP004544,CG42322
AGAP004545,CG33172
AGAP004546,CG4119
AGAP004548,jub
AGAP004549,yellow-d
AGAP004550,Dpm3
AGAP004551,GILT1
AGAP004553,CCHa2
AGAP004554,CG33958
AGAP004556,ppan
AGAP004557,CG9799
AGAP004558,Ndc1
AGAP004559,Rab11
AGAP004560,vtd
AGAP004562,CG15890
AGAP004564,Gyc89Db
AGAP004566,tpr
AGAP004570,CG11836
AGAP004571,CG4914
AGAP013253,CG11635
AGAP004576,Twdlbeta
AGAP004579,Cdk2
AGAP004584,Tmem63
AGAP004585,Trax
AGAP004586,Arfrp1
AGAP004587,CG1103
AGAP004588,CG7706
AGAP004589,Naa80
AGAP013326,CG43088
AGAP004591,CG6656
AGAP004592,B52
AGAP004593,Past1
AGAP004594,CG6800
AGAP004595,GABA-B-R2
AGAP004596,NoSymbolFound
AGAP004597,Mesh1
AGAP004598,CG11899
AGAP004599,CG14515
AGAP004604,jus
AGAP004603,rdog
AGAP004605,CG11839
AGAP004606,CG9922
AGAP004608,CG8516
AGAP004609,GCS2beta
AGAP004610,Srp54k
AGAP004612,CG31751
AGAP004613,Dop1R1
AGAP004614,DNApol-epsilon58
AGAP004615,DNApol-epsilon255
AGAP004616,ATPsynCF6
AGAP004619,pnt
AGAP004620,CG6763
AGAP004621,CG17083
AGAP004622,bb8
AGAP004623,Cdc16
AGAP004624,mip130
AGAP004625,Cortactin
AGAP004626,EMC7
AGAP004627,CG13365
AGAP004628,sav
AGAP004629,CG17272
AGAP004630,CG17270
AGAP004631,CG17271
AGAP004633,CG5002
AGAP004637,ci
AGAP004640,CG13605
AGAP004641,CG10340
AGAP004642,NPF
AGAP013063,CG31106
AGAP004643,CG10345
AGAP004644,CG14892
AGAP004645,Scp2
AGAP004646,Dfd
AGAP004648,pb
AGAP004649,lab
AGAP004653,CG7834
AGAP004654,CG7789
AGAP004655,CG6178
AGAP004656,NSD
AGAP004657,Tim17b
AGAP004659,Scr
AGAP013157,ftz
AGAP004660,Antp
AGAP004661,Ubx
AGAP004662,abd-A
AGAP004664,Abd-B
AGAP004665,phm
AGAP004668,CG15525
AGAP004670,dtn
AGAP013143,Graf
AGAP004671,Nup160
AGAP004672,nocte
AGAP004674,CG34034
AGAP004675,mAChR-B
AGAP010310,eRF1
AGAP010313,mei-41
AGAP010314,CG3704
AGAP010315,Nrd1
AGAP010317,CG1218
AGAP010318,Gbeta5
AGAP010319,Pbp45
AGAP010320,EMC8-9
AGAP010321,RpII33
AGAP010322,NC2beta
AGAP010327,CG4945
AGAP010330,CG8813
AGAP010331,Hsc70Cb
AGAP010336,TTLL1B
AGAP010337,UQCR-Q
AGAP010338,mRpL23
AGAP010339,CG4291
AGAP010340,CG12769
AGAP010341,CG14305
AGAP010342,Liprin-beta
AGAP010343,Ctl2
AGAP010346,Mer
AGAP010347,Sod1
AGAP010348,CG8229
AGAP010349,CG42272
AGAP010350,CG13247
AGAP010351,Ide
AGAP010352,kin17
AGAP010353,Snm1
AGAP010354,NoSymbolFound
AGAP010355,lov
AGAP010356,gol
AGAP010358,gsb-n
AGAP010366,Nplp1
AGAP010368,Hacl
AGAP010370,CG9864
AGAP010373,Ate1
AGAP010376,EndoB
AGAP028146,CG11275
AGAP010378,CG11170
AGAP010377,SmydA-6
AGAP010379,dmpd
AGAP010380,mip120
AGAP010381,SmydA-5
AGAP010382,Ars2
AGAP010383,CG2930
AGAP010384,CG30395
AGAP010385,hui
AGAP010386,TRAM
AGAP010388,ttv
AGAP010389,Prestin
AGAP010390,CG12869
AGAP010392,scf
AGAP010393,Rif1
AGAP010394,Ptr
AGAP010395,CalpC
AGAP010397,Ntmt
AGAP010396,Klp68D
AGAP010398,Fmo-1
AGAP010403,CG6984
AGAP010404,GstS1
AGAP010405,maf-S
AGAP010406,Orc3
AGAP010407,CG6907
AGAP010408,Tsp68C
AGAP010410,mam
AGAP010411,Ir8a
AGAP010413,Prosap
AGAP010417,CG14610
AGAP010418,Oseg6
AGAP010419,Rep
AGAP010420,ValRS
AGAP010421,Pdhb
AGAP010425,Tgs1
AGAP010426,CG8950
AGAP010427,Spt-I
AGAP010428,AGBE
AGAP010429,SdhA
AGAP010430,ppk6
AGAP010431,CG34370
AGAP010432,CG8531
AGAP010433,CG7407
AGAP028121,PIG-M
AGAP010435,Dhc93AB
AGAP010436,Ac76E
AGAP010437,Eh
AGAP010438,knrl
AGAP010439,CG7102
AGAP010440,SmE
AGAP010442,fz2
AGAP010443,CG31648
AGAP010444,CG5964
AGAP010445,nuf
AGAP010447,CG32196
AGAP010450,mRpL2
AGAP010451,Lon
AGAP027995,CG2247
AGAP010453,NoSymbolFound
AGAP010454,CG3198
AGAP010457,Ts
AGAP010459,Ada3
AGAP010460,CG14184
AGAP028034,His1:CG31617
AGAP010462,brm
AGAP010463,CG17029
AGAP010464,ND-ACP
AGAP010467,CG10140
AGAP028009,CG10725
AGAP028062,CG33986
AGAP010473,CG42674
AGAP010471,Ssk
AGAP010474,CG6938
AGAP010475,CG6931
AGAP010476,endos
AGAP010477,viaf
AGAP010478,NoSymbolFound
AGAP010479,CG15674
AGAP010480,CG10082
AGAP010481,GlyT
AGAP010482,Gasz
AGAP010483,Rrp42
AGAP010485,Tbh
AGAP010488,Coq5
AGAP010490,Rbcn-3A
AGAP010491,l(1)G0020
AGAP010492,CG17486
AGAP010493,Taf7
AGAP010494,par-6
AGAP010496,NoSymbolFound
AGAP010497,Pex12
AGAP010498,Rtc1
AGAP010499,Fdh
AGAP010503,SK
AGAP010505,Or67d
AGAP010509,CG6126
AGAP010510,betaTub60D
AGAP010512,bs
AGAP010513,mAChR-A
AGAP010514,CG1416
AGAP010515,CG12343
AGAP010517,Sod2
AGAP010518,Son
AGAP010519,unc-104
AGAP010520,CG42741
AGAP010536,CG9246
AGAP010537,Coq3
AGAP010538,Mpp6
AGAP010539,l(2)gd1
AGAP010540,CG3831
AGAP010542,dpr6
AGAP010544,Bub3
AGAP010549,CG6201
AGAP010551,Slik
AGAP010552,CG43346
AGAP010553,hfp
AGAP010556,Ocrl
AGAP010557,CG13887
AGAP010558,EMC4
AGAP010559,Ssl1
AGAP010563,CG7255
AGAP010564,Pur-alpha
AGAP010566,ORMDL
AGAP010567,CG13248
AGAP010568,Las
AGAP010572,LTV1
AGAP010573,CG14483
AGAP010574,CG1575
AGAP010575,Rbbp5
AGAP010577,gkt
AGAP010580,NtR
AGAP010582,CG34120
AGAP010586,AIMP1
AGAP010587,Ttc7
AGAP010588,NoSymbolFound
AGAP010589,CG43324
AGAP010590,mRpL30
AGAP010591,RpS20
AGAP010592,RpS7
AGAP010594,c12.1
AGAP010595,CG34236
AGAP010596,Alp4
AGAP010597,CG16786
AGAP010598,Tsp2A
AGAP010599,Tmtc3
AGAP010600,Ilp1
AGAP010602,Ilp2
AGAP010603,Ilp3
AGAP010606,Tim8
AGAP010608,Clc
AGAP010609,Dph4
AGAP010610,CG12547
AGAP010611,CG30389
AGAP010612,eEF1beta
AGAP010621,SerT
AGAP010622,CG7488
AGAP010623,Xbp1
AGAP010624,128up
AGAP010625,CG8321
AGAP010626,PAN2
AGAP010629,dap
AGAP010630,trpl
AGAP010638,PMCA
AGAP010640,CG1648
AGAP010643,pds5
AGAP010644,mRpL39
AGAP010646,Reck
AGAP010653,Sytbeta
AGAP010655,Plp
AGAP010656,CG6227
AGAP010670,CG8611
AGAP010671,Arp8
AGAP010672,SdhC
AGAP010673,ena
AGAP010676,Nost
AGAP010677,CG15118
AGAP010678,NC2alpha
AGAP010679,Tim10
AGAP010680,CG5877
AGAP010681,cN-IIIB
AGAP010682,CG2811
AGAP010685,Aladin
AGAP010686,ocm
AGAP010687,NoSymbolFound
AGAP010691,Trap1
AGAP028154,Vha16-1
AGAP010693,CG12325
AGAP010694,CG12344
AGAP010695,Elo68beta
AGAP010696,CG31937
AGAP010697,CG2926
AGAP010698,CG30349
AGAP010700,Iswi
AGAP010701,CG8785
AGAP010702,CG9143
AGAP010703,CG11788
AGAP010710,Shark
AGAP010711,Cse1
AGAP010712,CG2091
AGAP010713,CG7326
AGAP010714,Sc2
AGAP010715,scra
AGAP010716,CG11825
AGAP010718,Prosbeta5
AGAP010719,deltaCOP
AGAP010720,mtDNA-helicase
AGAP010721,CG4537
AGAP010722,vret
AGAP010723,CG11474
AGAP010727,vsg
AGAP010728,CG13001
AGAP010729,CG16890
AGAP010733,vanin-like
AGAP010734,Pxd
AGAP010736,Spt
AGAP010737,Dark
AGAP010738,GAA1
AGAP010739,Zw
AGAP010742,sns
AGAP010750,RyR
AGAP010752,CG13919
AGAP010754,Magi
AGAP010755,mago
AGAP010756,wash
AGAP010757,lin
AGAP010761,CG8642
AGAP010764,CG15255
AGAP010767,RhoGEF2
AGAP010768,CG14480
AGAP010769,Gnpnat
AGAP010770,Tbce
AGAP010777,hb
AGAP010778,dysc
AGAP010782,Rgl
AGAP010784,rt
AGAP010786,Spag1
