OFAS018188,ppk23
OFAS006690,NoSymbolFound
OFAS006696,Mo25
OFAS006697,CG11583
OFAS006694,CG9662
OFAS008236,CG6006
OFAS005357,CG6843
OFAS008585,Sara
OFAS005358,snRNP-U1-C
OFAS008587,Klp67A
OFAS008580,CG15615
OFAS017350,Cds
OFAS008582,Clk
OFAS001510,AP-2sigma
OFAS001515,Pex13
OFAS006475,mRpS35
OFAS009722,Pkd2
OFAS003004,Edem1
OFAS006525,SdhC
OFAS003006,rudhira
OFAS003007,Ids
OFAS003000,CG10383
OFAS006521,Mps1
OFAS003002,eRF1
OFAS006523,CG10214
OFAS000202,CG31028
OFAS000204,Got1
OFAS008057,CG33056
OFAS008055,CG14480
OFAS008052,Mthfs
OFAS008051,SMSr
OFAS010387,Cpr76Bd
OFAS015605,Miro
OFAS013299,CG31759
OFAS013291,CG15916
OFAS013292,wal
OFAS002035,Naa60
OFAS013294,MrgBP
OFAS013297,CG8195
OFAS014959,Jabba
OFAS014953,Pli
OFAS014956,Prosalpha6
OFAS010389,5-HT7
OFAS014955,CG5188
OFAS008728,CG4972
OFAS017973,mmy
OFAS017972,ND-B15
OFAS009635,EMC4
OFAS016002,tty
OFAS009187,CG8111
OFAS009186,CG6388
OFAS009185,ast
OFAS016009,XRCC1
OFAS008278,MED26
OFAS017273,Uxt
OFAS007850,Spred
OFAS007854,RhoGEF2
OFAS009149,CG34012
OFAS002628,calypso
OFAS004588,CG4042
OFAS004589,CG17726
OFAS002511,CG3308
OFAS002513,mesh
OFAS004580,drm
OFAS004583,Srrm1
OFAS004586,Gel
OFAS016285,CG13409
OFAS006986,CanB
OFAS006987,CG32687
OFAS006985,CG18549
OFAS006982,Manf
OFAS006983,Dpm3
OFAS006980,CG3045
OFAS006981,CG31109
OFAS007588,FIG4
OFAS007587,Ufl1
OFAS007580,sno
OFAS018550,l(1)G0020
OFAS005473,Tsf1
OFAS012652,GstT3
OFAS019057,Tap42
OFAS012657,CG3436
OFAS012658,GluProRS
OFAS017519,Arp5
OFAS010232,Cpr67B
OFAS010230,Obp59a
OFAS010236,CG13510
OFAS010235,CG11975
OFAS010234,Nup153
OFAS010724,CG4998
OFAS010729,CG42749
OFAS006329,velo
OFAS006322,Cda5
OFAS006320,Br140
OFAS006326,CG15528
OFAS006324,Syt7
OFAS005989,C3G
OFAS005984,Rop
OFAS005983,CG5543
OFAS005982,Ogg1
OFAS005980,SMC2
OFAS006064,rb
OFAS006069,pot
OFAS008981,NoSymbolFound
OFAS008983,tsr
OFAS005464,nmd
OFAS018264,CG3735
OFAS014034,syd
OFAS015853,CG11377
OFAS015854,l(2)34Fd
OFAS005466,CG7781
OFAS015858,CG6310
OFAS016391,CG6013
OFAS016399,Ptr
OFAS014723,PIG-A
OFAS014725,CG32809
OFAS014727,Pus7
OFAS004218,mRpL37
OFAS004210,rau
OFAS014896,Ac3
OFAS007009,Snup
OFAS000058,CG5037
OFAS000056,RpL24
OFAS007001,snz
OFAS000055,nompB
OFAS007006,CG11267
OFAS000051,Shark
OFAS002740,Osi6
OFAS002742,eIF3a
OFAS002744,l(3)07882
OFAS002745,CG6523
OFAS002746,CG15908
OFAS009067,toy
OFAS002749,BNIP3
OFAS012834,kra
OFAS012002,Vinc
OFAS012003,LanB2
OFAS005169,BORCS6
OFAS005168,CG34398
OFAS005160,RpL4
OFAS005163,CG4210
OFAS005162,qin
OFAS005165,Cen
OFAS005164,stck
OFAS005167,CG14495
OFAS001899,Osi11
OFAS001893,CG34367
OFAS016118,hyx
OFAS003833,Rab14
OFAS003832,Prx2540-2
OFAS003835,Arpc5
OFAS003834,Flacc
OFAS003837,Asx
OFAS003839,CG33490
OFAS003838,CG30010
OFAS006848,Usp32
OFAS001096,Phf7
OFAS001446,Neto
OFAS001447,cype
OFAS005579,Lrr47
OFAS005577,mgr
OFAS008852,CG16717
OFAS008850,wuho
OFAS008851,CG6567
OFAS018899,Flo2
OFAS010537,CG5913
OFAS010539,hrg
OFAS013713,Chrac-14
OFAS013715,CG42795
OFAS013846,Opa1
OFAS013848,stc
OFAS019416,CG4074
OFAS019417,SK
OFAS011621,CG6937
OFAS011625,CG5793
OFAS011629,bsh
OFAS018091,SCAR
OFAS018099,SP2353
OFAS002175,IA-2
OFAS006576,ZnT63C
OFAS000878,Hyccin
OFAS000879,CG6126
OFAS000870,Mul1
OFAS000871,Grasp65
OFAS000872,NP15.6
OFAS000874,dre4
OFAS000877,CG4679
OFAS010398,CDK2AP1
OFAS010399,Cluap1
OFAS010394,mRpL12
OFAS010395,CG17746
OFAS010396,CG3184
OFAS010391,Act5C
OFAS012694,eIF2Bbeta
OFAS004027,Rheb
OFAS004025,stg
OFAS005369,CG4968
OFAS004028,Slu7
OFAS007637,Vps35
OFAS000916,CG12016
OFAS007634,hwt
OFAS000912,Psc
OFAS000911,CG12106
OFAS009453,Dr
OFAS000918,mtTFB1
OFAS017700,Klp10A
OFAS017701,CG43901
OFAS017708,msd5
OFAS005363,Ppn
OFAS009457,CG34313
OFAS005362,Aps
OFAS005361,NoSymbolFound
OFAS012828,su(Hw)
OFAS012829,Oseg6
OFAS012820,dve
OFAS012391,CDase
OFAS003240,ken
OFAS003241,NLaz
OFAS003248,tok
OFAS005375,CNT2
OFAS008216,ND-MLRQ
OFAS005377,CG30392
OFAS005370,RpL36A
OFAS005371,Tnpo-SR
OFAS005372,Men
OFAS005373,GstD1
OFAS008219,Mdh2
OFAS010899,Tango9
OFAS017378,Hasp
OFAS001664,srl
OFAS006546,Tom70
OFAS006547,ATPsynG
OFAS003064,Nup37
OFAS003065,GC1
OFAS003790,Uba3
OFAS003791,gb
OFAS003060,eIF3j
OFAS003061,AIMP1
OFAS006548,RpS27
OFAS006549,SsRbeta
OFAS008078,SoxN
OFAS000261,rngo
OFAS000260,Mpcp2
OFAS000263,Hk
OFAS008071,Sec10
OFAS005084,betaCOP
OFAS000268,Dok
OFAS001799,dmpd
OFAS001797,mRpL32
OFAS015621,CG9784
OFAS015620,retm
OFAS013272,CG7137
OFAS013273,CG3061
OFAS013274,Jasper
OFAS014979,GramD1B
OFAS014977,Arts
OFAS014971,rad
OFAS014972,Srp72
OFAS017951,CG15822
OFAS017950,CG11007
OFAS017957,CG5861
OFAS017956,CG3626
OFAS002685,shtd
OFAS002680,l(1)G0004
OFAS016023,PIG-G
OFAS016029,jar
OFAS001139,CG43980
OFAS007839,CG4213
OFAS001132,mRpL21
OFAS007837,CG11069
OFAS007836,NoSymbolFound
OFAS007831,CG8142
OFAS007832,koko
OFAS009308,CG31717
OFAS009302,CG31223
OFAS009304,klar
OFAS009307,CG5290
OFAS004562,RpL37A
OFAS004563,CG13634
OFAS004566,mRRF2
OFAS004564,CG11164
OFAS012634,CG10341
OFAS012631,NoSymbolFound
OFAS005094,CG31140
OFAS008064,CG13365
OFAS017579,Aduk
OFAS010258,CG15237
OFAS010708,lqf
OFAS010706,Nup75
OFAS010705,rush
OFAS010251,Dlc90F
OFAS010253,Alg2
OFAS009034,CG17565
OFAS006305,Zip48C
OFAS005960,CG10185
OFAS005963,Zyx
OFAS005962,rn
OFAS005964,Tak1
OFAS005967,mRpL46
OFAS005966,CG1907
OFAS005968,CG15385
OFAS006041,CG2931
OFAS006046,BicC
OFAS006045,Alg7
OFAS006044,Rsph1
OFAS014379,Mctp
OFAS014373,Cypl
OFAS014370,CG7739
OFAS014376,CG14591
OFAS014374,CG7029
OFAS015362,CG34242
OFAS015363,Apf
OFAS015366,Nelf-A
OFAS015364,CG9855
OFAS015365,CG7550
OFAS016622,Nca
OFAS016623,CG7646
OFAS016629,CG11999
OFAS018286,NoSymbolFound
OFAS018285,Rtnl1
OFAS010094,Tet
OFAS014702,CG1636
OFAS014707,CG9344
OFAS014704,PK1-R
OFAS007799,ome
OFAS007790,Brf
OFAS007791,CG30491
OFAS007793,roh
OFAS009934,CG13284
OFAS017401,beta-Man
OFAS003473,CG10470
OFAS003472,CG3270
OFAS003475,Mpp6
OFAS003474,CG1434
OFAS003477,CG30122
OFAS003476,Nop60B
OFAS017402,Sox14
OFAS000075,Sap-r
OFAS008682,CG3156
OFAS012020,eIF3b
OFAS012022,Vps29
OFAS012024,CG12769
OFAS012027,eIF5B
OFAS005143,NoSymbolFound
OFAS005142,ssp6
OFAS005141,sun
OFAS005140,Mvd
OFAS005146,CG32176
OFAS005145,CG42245
OFAS005149,MEP-1
OFAS001302,pip
OFAS001304,Echs1
OFAS003813,Tasp1
OFAS003812,RASSF8
OFAS003810,Sec13
OFAS003816,CG7376
OFAS003814,Synj
OFAS006824,CG7110
OFAS006827,gcm
OFAS018918,step
OFAS013485,garz
OFAS013487,Ror
OFAS014141,lqfR
OFAS011392,CG12773
OFAS014143,gny
OFAS011422,mAChR-B
OFAS005555,mRpL40
OFAS011427,NoSymbolFound
OFAS005557,Cyp18a1
OFAS008878,RapGAP1
OFAS005559,Gyc88E
OFAS011399,CG10126
OFAS011398,Dyb
OFAS015555,nst
OFAS018702,RnrS
OFAS015557,CRIF
OFAS015558,DNApol-theta
OFAS013736,Usp15-31
OFAS013735,CG11550
OFAS011640,mtRNApol
OFAS011643,babo
OFAS015082,RpS28b
OFAS015081,RluA-1
OFAS015080,tim
OFAS015087,CG6845
OFAS011648,CG8005
OFAS015085,CG13921
OFAS000892,Hmg-2
OFAS000897,Acph-1
OFAS000894,nmdyn-D6
OFAS000895,Mvl
OFAS000898,Fer3
OFAS017497,nab
OFAS007201,CG8541
OFAS002025,CG7607
OFAS002024,Kal1
OFAS002026,nkt
OFAS013869,CG3740
OFAS000524,HDAC3
OFAS000525,Slik
OFAS000995,Tim8
OFAS013865,sona
OFAS013864,CG9945
OFAS000991,CG1299
OFAS010112,Rpn2
OFAS010113,5-HT2B
OFAS010110,pico
OFAS017724,Gs2
OFAS010115,5-HT2A
OFAS008439,uif
OFAS002845,Vps13D
OFAS003268,Fic
OFAS000794,CG11317
OFAS000797,CG9799
OFAS000796,wat
OFAS000791,Mgat2
OFAS005318,CG7766
OFAS000792,CG10907
OFAS008277,MagR
OFAS005314,MED4
OFAS005315,GstS1
OFAS008272,mahj
OFAS005313,adp
OFAS003049,Arfip
OFAS006560,CG7488
OFAS003042,CG5721
OFAS006563,Tbc1d8-9
OFAS003045,CG9986
OFAS016457,CG1598
OFAS003047,CG15239
OFAS005266,chif
OFAS008612,CG2972
OFAS008093,mRpS29
OFAS008090,PQBP1
OFAS008091,CG33964
OFAS008097,CG8399
OFAS008098,sals
OFAS008617,Oseg2
OFAS013254,Pgant35A
OFAS013256,S6kII
OFAS013257,Set1
OFAS013250,hpo
OFAS013251,jv
OFAS013252,Bsg25D
OFAS013258,CG7718
OFAS014916,Rack1
OFAS014915,mts
OFAS014911,CG3036
OFAS017934,Pvf1
OFAS017931,CG2061
OFAS017930,Ugt49B1
OFAS017933,CG32850
OFAS017939,opa
OFAS016044,Smn
OFAS004401,St4
OFAS000539,porin
OFAS000249,Rad17
OFAS000248,alpha-Man-IIb
OFAS000531,CG4702
OFAS007210,Scsalpha1
OFAS000533,CG13690
OFAS007212,Tnks
OFAS000534,CG8135
OFAS007216,CCAP
OFAS007812,CG2126
OFAS007811,CG31937
OFAS007810,CG9666
OFAS001115,Tusp
OFAS001116,CG11825
OFAS001117,CG7379
OFAS007819,fab1
OFAS001113,Dpy-30L2
OFAS009323,CG16974
OFAS009320,Dnz1
OFAS009327,CG4497
OFAS009329,Ggt-1
OFAS009328,Ccm3
OFAS004544,CG6763
OFAS004547,Ythdf
OFAS004542,Hmgs
OFAS017172,CG9171
OFAS004898,Cad96Cb
OFAS004893,CG15912
OFAS012618,dbe
OFAS012616,mAChR-A
OFAS012611,Cdep
OFAS011091,Schip1
OFAS011097,Tim9a
OFAS011099,Ppcdc
OFAS010275,neo
OFAS010273,CG33158
OFAS010271,BubR1
OFAS017550,Trs23
OFAS010279,borr
OFAS005949,Lpin
OFAS006365,Myo95E
OFAS006362,LManII
OFAS006360,qm
OFAS014140,CG8080
OFAS005940,kon
OFAS011423,Orc2
OFAS005945,RagC-D
OFAS017629,Uba5
OFAS011426,CG7236
OFAS005558,CG31743
OFAS006024,CG4553
OFAS006027,Not11
OFAS006026,CG12236
OFAS006021,CG34015
OFAS006023,Tim10
OFAS006022,CG10307
OFAS014354,Picot
OFAS014357,Msr-110
OFAS014350,Roc1a
OFAS014353,CG13375
OFAS018112,eIF5
OFAS018111,CG6769
OFAS015348,deltaCOP
OFAS015345,ocm
OFAS015346,CG18507
OFAS015347,not
OFAS006795,trh
OFAS006794,CG7461
OFAS006791,bic
OFAS006790,casp
OFAS016609,bai
OFAS006798,CG2747
OFAS018407,CG42260
OFAS018701,CG30291
OFAS018401,NaPi-III
OFAS014769,Upf3
OFAS014764,tio
OFAS014767,Ir56a
OFAS014761,Sulf1
OFAS009919,jeb
OFAS009910,DCAF12
OFAS009913,Bx42
OFAS003456,Cam
OFAS003454,Eaat1
OFAS003458,Samuel
OFAS016246,cep290
OFAS016241,Inx2
OFAS017845,CG10347
OFAS017844,Bug22
OFAS013181,Faa
OFAS017232,CG8939
OFAS010913,Gint3
OFAS010910,spidey
OFAS014450,Cep89
OFAS017236,Nrk
OFAS010917,CG32196
OFAS010914,dmrt99B
OFAS017238,CG9467
OFAS013189,Eps-15
OFAS001576,CG31211
OFAS005125,CG15312
OFAS005124,CG17715
OFAS005127,rdgB
OFAS005123,CG40191
OFAS005122,PMP34
OFAS001323,ppan
OFAS015983,CG34124
OFAS001327,CG31195
OFAS001325,Mpc1
OFAS003878,crok
OFAS006809,NoSymbolFound
OFAS006806,CG34245
OFAS003877,Atg8a
OFAS006804,CCHa1-R
OFAS003871,RpL8
OFAS011649,CG1542
OFAS018936,Nprl2
OFAS018931,dsx-c73A
OFAS016183,CG3630
OFAS016182,CG15431
OFAS016187,Hnf4
OFAS016188,baf
OFAS011409,BCAS2
OFAS011408,Sec5
OFAS014163,Or67c
OFAS014162,CG14688
OFAS011401,COX4
OFAS014167,Hsl
OFAS014165,CG12320
OFAS011404,Cse1
OFAS015579,Gyc32E
OFAS015572,CG7920
OFAS015570,Spf45
OFAS002470,CG8475
OFAS002476,acj6
OFAS013754,DCTN6-p27
OFAS013757,PTPMT1
OFAS013756,Best1
OFAS014299,CG8668
OFAS014298,NoSymbolFound
OFAS014294,Oat
OFAS011664,CG9512
OFAS014291,CG10005
OFAS014290,Wdr92
OFAS014293,Rpi
OFAS014292,ND-PDSW
OFAS018582,CG32532
OFAS002003,fand
OFAS002001,CG6758
OFAS002000,CG34450
OFAS002007,CG10877
OFAS002006,Fbw5
OFAS012409,CG9547
OFAS012402,RpII215
OFAS012403,CG40498
OFAS012400,CG4975
OFAS013801,vkg
OFAS012407,Sodh-2
OFAS019324,DIP1
OFAS013802,CG6324
OFAS018321,Orco
OFAS018326,NoSymbolFound
OFAS010138,CG5382
OFAS010139,CG11125
OFAS010134,Lip4
OFAS003209,SmydA-3
OFAS003206,Dronc
OFAS003204,CG42322
OFAS003200,trus
OFAS003201,prtp
OFAS016573,CG1628
OFAS008250,CG10026
OFAS005331,CG31729
OFAS008520,Slh
OFAS008253,Ae2
OFAS008255,Mos
OFAS008256,CG6610
OFAS005339,swm
OFAS002912,CG1677
OFAS002914,CG5009
OFAS006580,Obp73a
OFAS006587,Sec71
OFAS006588,CG1317
OFAS016478,CG5359
OFAS011980,CG4593
OFAS011981,Tgt
OFAS008553,CG4452
OFAS008551,Pdxk
OFAS003195,Ir8a
OFAS006292,Prx6005
OFAS013238,CG13398
OFAS013237,CG8929
OFAS013232,NoSymbolFound
OFAS013230,CG8079
OFAS013231,CG12540
OFAS014931,CG5447
OFAS014932,CG10898
OFAS014934,Nrd1
OFAS014936,sick
OFAS007183,Pop1
OFAS007184,glu
OFAS009121,Orai
OFAS009120,GlcT
OFAS013582,dor
OFAS009690,CG32187
OFAS009697,RpL23A
OFAS009696,CG42554
OFAS002647,oxt
OFAS009126,AP-1gamma
OFAS013588,Mulk
OFAS009128,CG7810
OFAS004423,CPT2
OFAS004422,CG31751
OFAS004421,mav
OFAS004420,UBL3
OFAS004425,CG8726
OFAS004429,CG6931
OFAS004428,CG2852
OFAS000511,PGRP-LF
OFAS000516,CG3213
OFAS000515,Unr
OFAS001814,CG1815
OFAS001172,CG32075
OFAS001178,AP-1-2beta
OFAS009344,wrapper
OFAS004529,ORMDL
OFAS009348,rictor
OFAS012185,Pi4KIIalpha
OFAS012182,CG6712
OFAS012181,Cc2d2a
OFAS017918,Stim
OFAS017917,Culd
OFAS017914,CG1416
OFAS017911,CG14483
OFAS003996,Theg
OFAS003997,CG7191
OFAS003994,RpS30
OFAS003995,Tango14
OFAS003993,dysf
OFAS003990,CG14544
OFAS012274,CG8607
OFAS012277,Nufip
OFAS006341,Snap25
OFAS006343,morgue
OFAS006345,Ubr1
OFAS005699,Tsp97E
OFAS005698,Shawn
OFAS005697,bigmax
OFAS005695,Gdap2
OFAS005926,NoSymbolFound
OFAS005920,NT5E-2
OFAS005923,Ppcs
OFAS016635,CG44521
OFAS006007,Krn
OFAS017720,CG9018
OFAS006000,mst
OFAS017722,CG9570
OFAS014336,Eglp2
OFAS014337,eIF3k
OFAS014332,nmo
OFAS014338,santa-maria
OFAS015326,p
OFAS015327,Hand
OFAS015324,Nap1
OFAS018130,Vps11
OFAS018131,Arpc2
OFAS015321,CG4565
OFAS016936,Cpsf73
OFAS016664,CG9586
OFAS016665,Vps36
OFAS016662,wech
OFAS016660,CG11596
OFAS016661,CG16986
OFAS014051,Nmd3
OFAS007439,CG1129
OFAS007435,RhoGEF64C
OFAS008995,Csl4
OFAS008994,tws
OFAS014050,CG10075
OFAS011520,Poc1
OFAS014745,CG13144
OFAS014749,CG32112
OFAS007754,LRP1
OFAS007750,CG6565
OFAS009972,RhoGAP15B
OFAS009978,BuGZ
OFAS009979,VhaPPA1-1
OFAS003435,Hs6st
OFAS003436,CG7785
OFAS003431,CG3257
OFAS003430,CG1648
OFAS003433,CG12056
OFAS003438,CG12065
OFAS012960,l(1)G0196
OFAS019226,CG16896
OFAS013422,lbk
OFAS010935,tnc
OFAS010937,Elp2
OFAS010933,CG10038
OFAS016107,IRSp53
OFAS010939,Karybeta3
OFAS016104,Fkbp59
OFAS000169,CG13868
OFAS000162,Prp31
OFAS000167,Hmgcr
OFAS000165,Vps28
OFAS008759,Chro
OFAS005108,Mhc
OFAS008751,Snx17
OFAS008755,CG1371
OFAS005102,CG44243
OFAS005101,UQCR-14L
OFAS001348,CG33978
OFAS001344,CenG1A
OFAS001341,Rpn8
OFAS001342,Pfdn5
OFAS009591,mRpL27
OFAS009592,Orc4
OFAS009593,Slc25A46a
OFAS009594,Sema2a
OFAS009597,Pdp
OFAS003856,Unc-115a
OFAS003855,CG1103
OFAS003854,Csas
OFAS003853,dare
OFAS003850,VhaAC45
OFAS003859,Tfb4
OFAS003858,Ptip
OFAS018950,mge
OFAS014108,spz
OFAS011465,Tmem18
OFAS011464,CG5973
OFAS014106,RYa-R
OFAS014100,Gli
OFAS014102,tobi
OFAS000100,CTPsyn
OFAS007333,ND-MWFE
OFAS015515,CG5435
OFAS018834,eya
OFAS018837,cag
OFAS018836,CG42284
OFAS015513,RpL13
OFAS000451,GCS1
OFAS002458,Hsf
OFAS013779,Bre1
OFAS013778,Pabp2
OFAS000104,CG14100
OFAS002456,CG31694
OFAS013774,CG6330
OFAS002450,CG7744
OFAS013772,CG7988
OFAS013771,CG32276
OFAS000107,CG9109
OFAS011681,Ns3
OFAS011682,Lerp
OFAS012798,CG7289
OFAS012792,ScpX
OFAS012794,Pka-R2
OFAS012795,galene
OFAS017453,RpS3
OFAS017450,Osbp
OFAS010488,Oct-TyrR
OFAS010337,ph-p
OFAS017455,CtsB1
OFAS002065,Dlg5
OFAS010485,CG15514
OFAS010487,Fign
OFAS010481,Bgb
OFAS002063,Tps1
OFAS013825,AhcyL1
OFAS013824,NoSymbolFound
OFAS013823,NoSymbolFound
OFAS012429,Pex10
OFAS012424,S
OFAS012425,ATPsynC
OFAS013829,Gfrl
OFAS018301,CG31313
OFAS018307,AP-1mu
OFAS018306,CG12608
OFAS018308,CG10866
OFAS010154,CG7630
OFAS010152,Sec3
OFAS010158,CG17528
OFAS010159,Pgi
OFAS000793,beag
OFAS008279,CG17486
OFAS005489,rtp
OFAS008963,Strump
OFAS008961,CdGAPr
OFAS008967,FoxP
OFAS008965,Naxd
OFAS008275,RpI12
OFAS005312,CG14086
OFAS006612,CG32944
OFAS003221,CG18641
OFAS003223,CG2006
OFAS003224,CG3511
OFAS003226,CG6051
OFAS003229,pug
OFAS006618,CG12698
OFAS008506,Not1
OFAS008507,HBS1
OFAS002937,CG14683
OFAS008501,BtbVII
OFAS002935,CG1074
OFAS002934,Eno
OFAS002938,CG3437
OFAS008509,Naa80
OFAS013175,CG18809
OFAS013177,Scgdelta
OFAS003087,CG30380
OFAS016410,Su(var)3-9
OFAS016413,Reph
OFAS016412,Fdx2
OFAS014482,CG11403
OFAS003088,Pgm1
OFAS016418,Cpr
OFAS012889,TM9SF4
OFAS012887,cbt
OFAS016458,Taz
OFAS015685,wb
OFAS015681,kek1
OFAS015682,CG30105
OFAS013212,Obp57e
OFAS013217,Txl
OFAS013218,CG42326
OFAS004191,l(3)76BDm
OFAS004197,CG13192
OFAS004196,MCTS1
OFAS016451,bsk
OFAS000755,CG34357
OFAS016453,CG15449
OFAS009109,TfAP-2
OFAS001482,Teh3
OFAS001483,thw
OFAS002663,dlg1
OFAS009100,CG1646
OFAS009107,CG1233
OFAS009105,EloC
OFAS009104,RpS7
OFAS001430,CG8243
OFAS006567,Rab26
OFAS004445,vir
OFAS012229,OstDelta
OFAS004442,CG13000
OFAS012222,sr
OFAS000281,l(2)k05819
OFAS000280,CG6195
OFAS004449,CG14971
OFAS000286,Rpn10
OFAS000285,Nse1
OFAS012225,Chc
OFAS007254,CG14689
OFAS007257,CG11790
OFAS007256,CG11334
OFAS007251,CG6414
OFAS007250,CG30394
OFAS000573,Asph
OFAS000572,NKAIN
OFAS007259,CG42674
OFAS002599,mRpL39
OFAS002598,SNRPG
OFAS009368,Gp150
OFAS009367,CG7071
OFAS002594,eIF3l
OFAS002597,E(z)
OFAS002596,CG8833
OFAS002591,CG11883
OFAS009362,nSyb
OFAS002593,CG12502
OFAS009360,U4-U6-60K
OFAS004500,PrBP
OFAS004503,CG32121
OFAS004505,PEK
OFAS004506,mRpL13
OFAS004509,iPLA2-VIA
OFAS012161,abo
OFAS012162,Rip11
OFAS012165,CG5096
OFAS009298,Fbl6
OFAS012168,Itpr
OFAS011775,CG5023
OFAS005719,CG8578
OFAS005712,CG33172
OFAS005713,MetRS-m
OFAS005710,CG12541
OFAS005714,DCTN1-p150
OFAS001158,CG3038
OFAS001628,Rubicon
OFAS001622,Coq2
OFAS001620,CG34150
OFAS001621,Srp19
OFAS001626,Buffy
OFAS001627,Atg3
OFAS001624,Pis
OFAS005906,mRF1
OFAS005905,Nacalpha
OFAS005904,CG8042
OFAS005903,CG4168
OFAS005674,CG10209
OFAS005676,lin-52
OFAS017864,ScsbetaG
OFAS011142,cdc14
OFAS014312,CG9117
OFAS011146,croc
OFAS015308,CG15120
OFAS015300,gcl
OFAS018154,LPCAT
OFAS015303,CG11594
OFAS018153,PIG-V
OFAS015307,robo2
OFAS016644,CG9630
OFAS016645,MED21
OFAS016646,CG9034
OFAS016647,CG4338
OFAS016648,l(1)G0007
OFAS007413,mIF2
OFAS007416,TbCMF46
OFAS007415,CG3529
OFAS016819,CG5348
OFAS016818,NoSymbolFound
OFAS007731,AGO1
OFAS017436,CG11030
OFAS009954,dx
OFAS009955,bib
OFAS009957,CG14050
OFAS017439,CG5613
OFAS012943,Gasz
OFAS012942,NoSymbolFound
OFAS007082,Su(fu)
OFAS007086,Vhl
OFAS012944,GlyP
OFAS017278,yellow-e
OFAS008198,CG3386
OFAS008197,CG2256
OFAS008193,CG14304
OFAS008192,CG11294
OFAS008191,Ppt1
OFAS008190,CG5466
OFAS003149,RNASEK
OFAS006428,mle
OFAS003419,BCL7-like
OFAS003417,sni
OFAS003416,Trxr-1
OFAS006422,Pdha
OFAS003413,scramb1
OFAS003412,sax
OFAS003146,igl
OFAS012482,cl
OFAS000148,Tapdelta
OFAS000149,CG12099
OFAS000146,Fbxl4
OFAS000140,Arl4
OFAS008772,Rbcn-3A
OFAS008779,meru
OFAS012484,Tpst
OFAS001361,CG14803
OFAS001816,CG5026
OFAS001819,CG11964
OFAS001818,CG14135
OFAS001368,Coprox
OFAS017898,dnd
OFAS017899,CG8420
OFAS017430,CG9515
OFAS014127,CG1271
OFAS014126,Art8
OFAS014124,snk
OFAS011443,pb
OFAS011442,Drep2
OFAS011440,CG31908
OFAS014128,pigs
OFAS015537,CG31301
OFAS015536,NoSymbolFound
OFAS015535,arg
OFAS015534,CG4101
OFAS015533,Jafrac2
OFAS015539,CG3527
OFAS015538,Dlish
OFAS010882,Grd
OFAS013793,CG7611
OFAS002435,Papss
OFAS013794,CG15535
OFAS002431,RYBP
OFAS013798,asp
OFAS002438,vg
OFAS002439,TyrRS-m
OFAS010884,Taf10b
OFAS010314,haf
OFAS010315,CG34445
OFAS002045,Fili
OFAS000961,CG14721
OFAS010311,Exo84
OFAS002041,CG5199
OFAS010313,CG31935
OFAS017479,CG8414
OFAS002048,viaf
OFAS000242,CG4928
OFAS019364,Taf4
OFAS019365,CG31550
OFAS019361,CG8001
OFAS012448,zetaCOP
OFAS012449,Nup58
OFAS010179,Pex5
OFAS018366,PIG-S
OFAS018360,larp
OFAS017789,Ino80
OFAS010171,HtrA2
OFAS010176,CG12004
OFAS008423,CG6867
OFAS006816,fipi
OFAS006635,rdgC
OFAS006637,Ate1
OFAS006631,CG10137
OFAS006632,peb
OFAS006633,CG6040
OFAS006638,Hacl
OFAS006639,SpdS
OFAS011593,CG5114
OFAS002955,CG3335
OFAS011592,YL-1
OFAS002952,CG2767
OFAS002958,CG12054
OFAS016438,Aos1
OFAS013157,sip3
OFAS013151,CG3829
OFAS013150,l(3)73Ah
OFAS011940,Oatp33Ea
OFAS011941,Mmp1
OFAS014466,MYPT-75D
OFAS014464,Spn27A
OFAS014465,alpha-Spec
OFAS011949,TBC1D23
OFAS005277,hts
OFAS008604,NoSymbolFound
OFAS005270,CG32708
OFAS008601,Dhap-at
OFAS005272,TppII
OFAS008567,His2B:CG33868
OFAS008564,Vha44
OFAS008562,Cirl
OFAS008561,BTBD9
OFAS009164,CG17660
OFAS009167,CG15708
OFAS002606,CG34132
OFAS009163,mus81
OFAS004469,CG15894
OFAS004465,CG2930
OFAS004463,Kah
OFAS012208,SerRS
OFAS000559,CSN6
OFAS000557,Khc
OFAS012205,MTPAP
OFAS012206,CNBP
OFAS000553,Cul2
OFAS012201,bon
OFAS000551,Fancd2
OFAS007394,RpS17
OFAS009385,GluRS-m
OFAS009387,CG4686
OFAS009386,SCCRO
OFAS009389,Ir93a
OFAS009388,RpS2
OFAS012307,mtSSB
OFAS012149,Bin1
OFAS012148,CG8927
OFAS013462,fws
OFAS008388,NoSymbolFound
OFAS008383,PNPase
OFAS008381,KrT95D
OFAS008387,CG12948
OFAS016745,Axud1
OFAS016744,Oli
OFAS017577,CG30472
OFAS003954,CG13671
OFAS003958,SCaMC
OFAS003959,CG5590
OFAS005738,c12.1
OFAS005739,CG12007
OFAS005734,CG1309
OFAS005732,Urm1
OFAS001600,Chpf
OFAS001601,Eaf
OFAS001602,schlank
OFAS005659,CG2277
OFAS006387,dnt
OFAS006380,Hmt-1
OFAS006383,BomS1
OFAS005651,CCT1
OFAS011784,CG18596
OFAS006389,MED7
OFAS005654,ens
OFAS008866,Vps51
OFAS015490,P5cr-2
OFAS015491,CG11523
OFAS015495,Proc-R
