GeneName_TC	GeneName_OGid	Ortholog_id_symb	Dmel_paralogs	Dmel_paralogs_ids	Dmel_paralogs_Symbols	listOfParalogsIfAny	ifParalogHasOrtholog_id_symb	Dmel_Pparalogs	Dmel_Pparalogs_ids	Dmel_Pparalogs_Symbols
AGAP009341	7165:002112	7227:002795__FBgn0042693/wrd	NoParalogs	-	-	-	-	-	-	-
AGAP009342	7165:002113	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009343	7165:002114	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009344	7165:002115	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009345	7165:002116	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009346	7165:002117	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009347	7165:002118	7227:000b34__FBgn0029174/Fkbp59	NoParalogs	-	-	-	-	-	-	-
AGAP009348	7165:002119	7227:0011e7__FBgn0032216/Usp14	NoParalogs	-	-	-	-	-	-	-
AGAP013753	7165:0030fa	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009349	7165:00211a	7227:00252a__FBgn0039712/CG15514	NoParalogs	-	-	-	-	-	-	-
AGAP013720	7165:0030da	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009350	7165:00211b	7227:000025__FBgn0000097/aop	NoParalogs	-	-	-	-	-	-	-
AGAP009351	7165:00211c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029071	-	-	-	-	-	-	-	-	-	-
AGAP029072	-	-	-	-	-	-	-	-	-	-
AGAP013718	7165:0030d8	NO ortholog	-	-	-	['7165:002d82', '7165:0030d8']	-	-	-	-
AGAP009352	7165:00211d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009353	7165:00211e	NO ortholog	-	-	-	['7165:00211e', '7165:002d80']	NULL	-	-	-
AGAP009354	7165:00211f	NO ortholog	-	-	-	['7165:00211f', '7165:002124']	NULL	-	-	-
AGAP009355	7165:002120	NO ortholog	-	-	-	['7165:002120', '7165:002122']	NULL	-	-	-
AGAP029090	-	-	-	-	-	-	-	-	-	-
AGAP028222	7165:003201	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009356	7165:002121	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009357	7165:002122	NO ortholog	-	-	-	['7165:002120', '7165:002122']	-	-	-	-
AGAP029081	-	-	-	-	-	-	-	-	-	-
AGAP009358	7165:002123	NO ortholog	-	-	-	['7165:002123', '7165:003111']	NULL	-	-	-
AGAP029076	-	-	-	-	-	-	-	-	-	-
AGAP029075	-	-	-	-	-	-	-	-	-	-
AGAP013776	7165:003111	NO ortholog	-	-	-	['7165:002123', '7165:003111']	-	-	-	-
AGAP009359	7165:002124	NO ortholog	-	-	-	['7165:00211f', '7165:002124']	-	-	-	-
AGAP029068	-	-	-	-	-	-	-	-	-	-
AGAP013734	7165:0030e8	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029063	-	-	-	-	-	-	-	-	-	-
AGAP013756	7165:0030fd	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029094	-	-	-	-	-	-	-	-	-	-
AGAP009360	7165:002125	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028158	7165:0031c2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP013714	7165:0030d4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029089	-	-	-	-	-	-	-	-	-	-
AGAP013731	7165:0030e5	NO ortholog	-	-	-	['7165:002df3', '7165:0030e5']	-	-	-	-
AGAP009361	7165:002126	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028039	7165:00314d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009362	7165:002127	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009363	7165:002128	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009364	7165:002129	7227:001122__FBgn0031914/CG5973	NoParalogs	-	-	-	-	-	-	-
AGAP029144	-	-	-	-	-	-	-	-	-	-
AGAP009365	7165:00212a	NO ortholog	-	-	-	['7165:00212a', '7165:002136']	NULL	-	-	-
AGAP009366	7165:00212b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009367	7165:00212c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009368	7165:00212d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009369	7165:00212e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009370	7165:00212f	NO ortholog	-	-	-	['7165:00212f', '7165:002d97']	NULL	-	-	-
AGAP009371	7165:002130	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009372	7165:002131	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009373	7165:002132	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009374	7165:002133	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009375	7165:002134	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009376	7165:002135	NO ortholog	-	-	-	['7165:002129', '7165:002135']	7165:002129--7227:001122__FBgn0031914/CG5973	NoParalogsParalogs	-	-
AGAP009377	7165:002136	NO ortholog	-	-	-	['7165:00212a', '7165:002136']	-	-	-	-
AGAP009378	7165:002137	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009379	7165:002138	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009380	7165:002139	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009381	7165:00213a	7227:001121__FBgn0031913/CG5958	NoParalogs	-	-	-	-	-	-	-
AGAP009382	7165:00213b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009383	7165:00213c	NO ortholog	-	-	-	['7165:00213c', '7165:00213f']	NULL	-	-	-
AGAP009384	7165:00213d	NO ortholog	-	-	-	['7165:0031b2', '7165:00213d']	7165:0031b2--7227:002cfe__FBgn0053680/CG33680	NoParalogsParalogs	-	-
AGAP009385	7165:00213e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009386	7165:00213f	NO ortholog	-	-	-	['7165:00213c', '7165:00213f']	-	-	-	-
AGAP009387	7165:002140	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028142	7165:0031b2	7227:002cfe__FBgn0053680/CG33680	NoParalogs	-	-	-	-	-	-	-
AGAP009388	7165:002141	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009389	7165:002142	7227:00013f__FBgn0001316/klar	NoParalogs	-	-	-	-	-	-	-
AGAP009390	7165:002143	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009391	7165:002144	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009392	7165:002145	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009393	7165:002146	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009394	7165:002147	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009395	7165:002148	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009396	7165:002149	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009397	7165:00214a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009398	7165:00214b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009400	7165:00214d	7227:0031c8__FBgn0261239/Hr39	NoParalogs	-	-	-	-	-	-	-
AGAP009399	7165:00214c	NO ortholog	-	-	-	['7165:00214d', '7165:00214c']	7165:00214d--7227:0031c8__FBgn0261239/Hr39	NoParalogsParalogs	-	-
AGAP009401	7165:00214e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009402	7165:00214f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009403	7165:002150	7227:0010ab__FBgn0031738/CG9171	NoParalogs	-	-	-	-	-	-	-
AGAP009404	7165:002151	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028209	7165:0031f4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009405	7165:002152	7227:0010aa__FBgn0031737/obst-E	NoParalogs	-	-	-	-	-	-	-
AGAP009406	7165:002153	7227:000b33__FBgn0029173/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP009407	7165:002154	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009408	7165:002155	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009409	7165:002156	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009410	7165:002157	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009411	7165:002158	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009412	7165:002159	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009413	7165:00215a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009414	7165:00215b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009415	7165:00215c	7227:00093a__FBgn0026718/Agpat2	NoParalogs	-	-	-	-	-	-	-
AGAP009416	7165:00215d	NO ortholog	-	-	-	['7165:00215d', '7165:00215e', '7165:00215f']	NULL	-	-	-
AGAP009417	7165:00215e	NO ortholog	-	-	-	['7165:00215d', '7165:00215e', '7165:00215f']	-	-	-	-
AGAP009418	7165:00215f	NO ortholog	-	-	-	['7165:00215d', '7165:00215e', '7165:00215f']	-	-	-	-
AGAP009419	7165:002160	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009420	7165:002161	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009424	7165:002162	7227:0034a8__FBgn0263873/sick	NoParalogs	-	-	-	-	-	-	-
AGAP009426	7165:002163	7227:002634__FBgn0040324/Ephrin	NoParalogs	-	-	-	-	-	-	-
AGAP009427	7165:002164	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009428	7165:002165	7227:000ff8__FBgn0031473/CG3104	NoParalogs	-	-	-	-	-	-	-
AGAP009429	7165:002166	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009430	7165:002167	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028109	7165:003192	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009431	7165:002168	7227:0005fb__FBgn0015521/RpS21	NoParalogs	-	-	-	-	-	-	-
AGAP009432	7165:002169	7227:0010e1__FBgn0031820/Daxx	NoParalogs	-	-	-	-	-	-	-
AGAP009433	7165:00216a	7227:0010e2__FBgn0031821/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP009434	7165:00216b	7227:001e2e__FBgn0037071/CG7632	NoParalogs	-	-	-	-	-	-	-
AGAP009435	7165:00216c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009436	7165:00216d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009437	7165:00216e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009438	7165:00216f	7227:001e2f__FBgn0037073/Tsr1	NoParalogs	-	-	-	-	-	-	-
AGAP009439	7165:002170	7227:00189e__FBgn0034936/Stoml2	NoParalogs	-	-	-	-	-	-	-
AGAP009440	7165:002171	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009441	7165:002172	7227:0000b3__FBgn0000559/eEF2	NoParalogs	-	-	-	-	-	-	-
AGAP009442	7165:002173	7227:000415__FBgn0010314/Cks30A	NoParalogs	-	-	-	-	-	-	-
AGAP009443	7165:002174	7227:00091e__FBgn0026439/Eaat1	NoParalogs	-	-	-	-	-	-	-
AGAP009444	7165:002175	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009445	7165:002176	7227:0010e0__FBgn0031818/CG9536	NoParalogs	-	-	-	-	-	-	-
AGAP009446	7165:002177	7227:00094a__FBgn0026787/Nhe1	NoParalogs	-	-	-	-	-	-	-
AGAP009447	7165:002178	7227:00039f__FBgn0005278/Sam-S	NoParalogs	-	-	-	-	-	-	-
AGAP009448	7165:002179	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009449	7165:00217a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009450	7165:00217b	7227:001269__FBgn0032414/CG17211	NoParalogs	-	-	-	-	-	-	-
AGAP009451	7165:00217c	7227:00126a__FBgn0032415/rho-6	NoParalogs	-	-	-	-	-	-	-
AGAP009452	7165:00217d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009453	7165:00217e	7227:000e22__FBgn0030766/mthl1	NoParalogs	-	-	-	-	-	-	-
AGAP009457	7165:00217f	7227:00007d__FBgn0000384/cta	['7227:00007d', '7227:002dc6']	['FBgn0000384', 'FBgn0058005']	['cta', 'CR40005']	-	-	-	-	-
AGAP009458	7165:002180	7227:000fe5__FBgn0031454/HemK2	NoParalogs	-	-	-	-	-	-	-
AGAP009459	7165:002181	7227:0002d8__FBgn0004106/Cdk1	NoParalogs	-	-	-	-	-	-	-
AGAP009460	7165:002182	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009461	7165:002183	7227:00004a__FBgn0000229/bsk	NoParalogs	-	-	-	-	-	-	-
AGAP009462	7165:002184	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009463	7165:002185	7227:0011c6__FBgn0032167/CG5853	NoParalogs	-	-	-	-	-	-	-
AGAP009464	7165:002186	7227:003508__FBgn0264494/CG17646	NoParalogs	-	-	-	-	-	-	-
AGAP009466	7165:002187	7227:001013__FBgn0031516/CG9663	NoParalogs	-	-	-	-	-	-	-
AGAP009467	7165:002188	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009468	7165:002189	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028729	-	-	-	-	-	-	-	-	-	-
AGAP009471	7165:00218c	7227:001012__FBgn0031515/CG9664	NoParalogs	-	-	-	-	-	-	-
AGAP009472	7165:00218d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009473	7165:00218e	7227:0027be__FBgn0043841/vir-1	NoParalogs	-	-	-	-	-	-	-
AGAP009474	7165:00218f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009475	7165:002190	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009476	7165:002191	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009477	7165:002192	7227:00002a__FBgn0000114/bru1	NoParalogs	-	-	-	-	-	-	-
AGAP009478	7165:002193	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009479	7165:002194	7227:002249__FBgn0038629/CG14304	NoParalogs	-	-	-	-	-	-	-
AGAP009480	7165:002195	7227:00224c__FBgn0038632/CG14301	NoParalogs	-	-	-	-	-	-	-
AGAP009481	7165:002196	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009482	7165:002197	NO ortholog	-	-	-	['7165:002197', '7165:002198']	NULL	-	-	-
AGAP009483	7165:002198	NO ortholog	-	-	-	['7165:002197', '7165:002198']	-	-	-	-
AGAP009484	7165:002199	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009485	7165:00219a	7227:002a6e__FBgn0051812/Tsen2	NoParalogs	-	-	-	-	-	-	-
AGAP009486	7165:00219b	7227:0009ee__FBgn0027779/VhaSFD	NoParalogs	-	-	-	-	-	-	-
AGAP009487	7165:00219c	7227:00327d__FBgn0261787/brun	NoParalogs	-	-	-	-	-	-	-
AGAP009488	7165:00219d	7227:000761__FBgn0022786/Hira	NoParalogs	-	-	-	-	-	-	-
AGAP009489	7165:00219e	7227:001157__FBgn0032001/CG8360	NoParalogs	-	-	-	-	-	-	-
AGAP009490	7165:00219f	7227:001f3a__FBgn0037481/MAGE	NoParalogs	-	-	-	-	-	-	-
AGAP009491	7165:0021a0	7227:000464__FBgn0010612/ATPsynG	NoParalogs	-	-	-	-	-	-	-
AGAP028740	-	-	-	-	-	-	-	-	-	-
AGAP028739	-	-	-	-	-	-	-	-	-	-
AGAP028741	-	-	-	-	-	-	-	-	-	-
AGAP009493	7165:0021a2	7227:000f69__FBgn0031261/nAChRbeta3	NoParalogs	-	-	-	-	-	-	-
AGAP009494	7165:0021a3	7227:0003c8__FBgn0005660/Ets21C	NoParalogs	-	-	-	-	-	-	-
AGAP009495	7165:0021a4	7227:000c68__FBgn0030053/CG12081	NoParalogs	-	-	-	-	-	-	-
AGAP009496	7165:0021a5	7227:001061__FBgn0031637/mxt	NoParalogs	-	-	-	-	-	-	-
AGAP009497	7165:0021a6	7227:00125d__FBgn0032397/Tom70	NoParalogs	-	-	-	-	-	-	-
AGAP009498	7165:0021a7	7227:001067__FBgn0031645/CG3036	NoParalogs	-	-	-	-	-	-	-
AGAP009499	7165:0021a8	7227:000807__FBgn0024811/Crk	NoParalogs	-	-	-	-	-	-	-
AGAP009500	7165:0021a9	7227:002f1b__FBgn0085424/nub	NoParalogs	-	-	-	-	-	-	-
AGAP009501	7165:0021aa	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009502	7165:0021ab	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009503	7165:0021ac	7227:0004cb__FBgn0011642/Zyx	NoParalogs	-	-	-	-	-	-	-
AGAP009504	7165:0021ad	7227:000458__FBgn0010520/Bka	NoParalogs	-	-	-	-	-	-	-
AGAP009505	7165:0021ae	7227:00127b__FBgn0032444/CCT4	NoParalogs	-	-	-	-	-	-	-
AGAP009506	7165:0021af	7227:000f52__FBgn0031229/CG3436	NoParalogs	-	-	-	-	-	-	-
AGAP009507	7165:0021b0	7227:0011e5__FBgn0032214/CG4968	NoParalogs	-	-	-	-	-	-	-
AGAP009508	7165:0021b1	7227:000626__FBgn0015756/RpL9	NoParalogs	-	-	-	-	-	-	-
AGAP009509	7165:0021b2	7227:000034__FBgn0000146/aub	NoParalogs	-	-	-	-	-	-	-
AGAP009510	7165:0021b3	7227:003391__FBgn0262782/Mdh1	NoParalogs	-	-	-	-	-	-	-
AGAP009511	7165:0021b4	7227:0011e0__FBgn0032208/Ufd4	NoParalogs	-	-	-	-	-	-	-
AGAP009512	7165:0021b5	7227:0012e5__FBgn0032635/CG15141	NoParalogs	-	-	-	-	-	-	-
AGAP009513	7165:0021b6	7227:0023e0__FBgn0039225/Ets96B	NoParalogs	-	-	-	-	-	-	-
AGAP009514	7165:0021b7	7227:000f72__FBgn0031275/GABA-B-R3	NoParalogs	-	-	-	-	-	-	-
AGAP009515	7165:0021b8	7227:00313d__FBgn0260632/dl	NoParalogs	-	-	-	-	-	-	-
AGAP028568	-	-	-	-	-	-	-	-	-	-
AGAP028599	-	-	-	-	-	-	-	-	-	-
AGAP009516	7165:0021b9	7227:000fb6__FBgn0031384/CG4238	NoParalogs	-	-	-	-	-	-	-
AGAP009517	7165:0021ba	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009518	7165:0021bb	7227:001057__FBgn0031627/fipi	NoParalogs	-	-	-	-	-	-	-
AGAP009519	7165:0021bc	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009520	7165:0021bd	7227:000af8__FBgn0028963/Or49b	NoParalogs	-	-	-	-	-	-	-
AGAP009521	7165:0021be	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009522	7165:0021bf	7227:00309e__FBgn0259735/mtgo	NoParalogs	-	-	-	-	-	-	-
AGAP009523	7165:0021c0	7227:001ab1__FBgn0035763/mrva	NoParalogs	-	-	-	-	-	-	-
AGAP009524	7165:0021c1	7227:002ce9__FBgn0053635/CG33635	NoParalogs	-	-	-	-	-	-	-
AGAP009525	7165:0021c2	7227:000fbd__FBgn0031395/CG10874	NoParalogs	-	-	-	-	-	-	-
AGAP009526	7165:0021c3	7227:002e71__FBgn0085201/CG34172	NoParalogs	-	-	-	-	-	-	-
AGAP009527	7165:0021c4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009528	7165:0021c5	7227:00132b__FBgn0032731/Swip-1	NoParalogs	-	-	-	-	-	-	-
AGAP028642	-	-	-	-	-	-	-	-	-	-
AGAP009531	7165:0021c8	7227:00139d__FBgn0032911/tadr	NoParalogs	-	-	-	-	-	-	-
AGAP009532	7165:0021c9	7227:001006__FBgn0031494/CG17219	NoParalogs	-	-	-	-	-	-	-
AGAP009533	7165:0021ca	7227:00354b__FBgn0264895/RapGAP1	NoParalogs	-	-	-	-	-	-	-
AGAP009534	7165:0021cb	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009535	7165:0021cc	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009536	7165:0021cd	7227:001071__FBgn0031659/CG14043	NoParalogs	-	-	-	-	-	-	-
AGAP009537	7165:0021ce	7227:000084__FBgn0000409/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP009538	7165:0021cf	7227:003548__FBgn0264855/AP-2alpha	NoParalogs	-	-	-	-	-	-	-
AGAP009539	7165:0021d0	7227:00022d__FBgn0003278/RpI135	NoParalogs	-	-	-	-	-	-	-
AGAP009540	7165:0021d1	NO ortholog	-	-	-	['7165:0021d2', '7165:0021d1']	-	-	-	-
AGAP009541	7165:0021d2	NO ortholog	-	-	-	['7165:0021d2', '7165:0021d1']	NULL	-	-	-
AGAP009542	7165:0021d3	7227:000060__FBgn0000287/salr	NoParalogs	-	-	-	-	-	-	-
AGAP009543	7165:0021d4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029104	-	-	-	-	-	-	-	-	-	-
AGAP009546	7165:0021d7	7227:00125e__FBgn0032398/CG6766	NoParalogs	-	-	-	-	-	-	-
AGAP009547	7165:0021d8	7227:00085e__FBgn0025615/Torsin	NoParalogs	-	-	-	-	-	-	-
AGAP009548	7165:0021d9	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028569	-	-	-	-	-	-	-	-	-	-
AGAP009549	7165:0021da	7227:002f0c__FBgn0085407/Pvf3	NoParalogs	-	-	-	-	-	-	-
AGAP009550	7165:0021db	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009551	7165:0021dc	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009552	7165:0021dd	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009553	7165:0021de	NO ortholog	-	-	-	['7165:0021de', '7165:002d79']	NULL	-	-	-
AGAP009554	7165:0021df	7227:003299__FBgn0261836/Msp300	NoParalogs	-	-	-	-	-	-	-
AGAP028726	-	-	-	-	-	-	-	-	-	-
AGAP009556	7165:0021e1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009557	7165:0021e2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009558	7165:0021e3	7227:000396__FBgn0004915/TfIIB	NoParalogs	-	-	-	-	-	-	-
AGAP009559	7165:0021e4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009560	7165:0021e5	7227:0010bb__FBgn0031762/CG9098	NoParalogs	-	-	-	-	-	-	-
AGAP009561	7165:0021e6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009562	7165:0021e7	7227:0010be__FBgn0031765/CG9109	NoParalogs	-	-	-	-	-	-	-
AGAP009563	7165:0021e8	7227:000891__FBgn0025742/mtm	NoParalogs	-	-	-	-	-	-	-
AGAP009564	7165:0021e9	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009565	7165:0021ea	7227:002fa0__FBgn0086657/IKKepsilon	NoParalogs	-	-	-	-	-	-	-
AGAP009566	7165:0021eb	7227:0006da__FBgn0020309/crol	NoParalogs	-	-	-	-	-	-	-
AGAP009567	7165:0021ec	7227:0012ed__FBgn0032644/CG5131	NoParalogs	-	-	-	-	-	-	-
AGAP009568	7165:0021ed	7227:00055a__FBgn0013810/Dhc36C	NoParalogs	-	-	-	-	-	-	-
AGAP009569	7165:0021ee	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009570	7165:0021ef	7227:001fd9__FBgn0037707/RnpS1	NoParalogs	-	-	-	-	-	-	-
AGAP009571	7165:0021f0	7227:003223__FBgn0261532/cdm	NoParalogs	-	-	-	-	-	-	-
AGAP009572	7165:0021f1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009573	7165:0021f2	7227:000df5__FBgn0030700/CG15914	NoParalogs	-	-	-	-	-	-	-
AGAP009574	7165:0021f3	7227:00250b__FBgn0039673/CG7568	NoParalogs	-	-	-	-	-	-	-
AGAP009575	7165:0021f4	7227:0005ef__FBgn0015381/dsf	NoParalogs	-	-	-	-	-	-	-
AGAP009576	7165:0021f5	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009577	7165:0021f6	7227:0013ab__FBgn0032938/CG8671	NoParalogs	-	-	-	-	-	-	-
AGAP009578	7165:0021f7	7227:003447__FBgn0263278/Fic	NoParalogs	-	-	-	-	-	-	-
AGAP009579	7165:0021f8	7227:0032d5__FBgn0261999/Ca-Ma2d	NoParalogs	-	-	-	-	-	-	-
AGAP009580	7165:0021f9	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009581	7165:0021fa	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009582	7165:0021fb	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009583	7165:0021fc	7227:001192__FBgn0032084/CG13101	NoParalogs	-	-	-	-	-	-	-
AGAP009584	7165:0021fd	7227:0025eb__FBgn0040070/Trx-2	NoParalogs	-	-	-	-	-	-	-
AGAP009585	7165:0021fe	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009586	7165:0021ff	7227:0013d0__FBgn0033031/CG8245	NoParalogs	-	-	-	-	-	-	-
AGAP009587	7165:002200	7227:000338__FBgn0004584/Rrp1	NoParalogs	-	-	-	-	-	-	-
AGAP009588	7165:002201	7227:0011ba__FBgn0032149/CG4036	NoParalogs	-	-	-	-	-	-	-
AGAP009589	7165:002202	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009590	7165:002203	7227:002e11__FBgn0065108/ppk16	NoParalogs	-	-	-	-	-	-	-
AGAP009591	7165:002204	7227:0013ae__FBgn0032945/CG8665	NoParalogs	-	-	-	-	-	-	-
AGAP009592	7165:002205	NO ortholog	-	-	-	['7165:002206', '7165:002205']	7165:002206--7227:0011b8__FBgn0032144/CG17633	NoParalogsParalogs	-	-
AGAP009593	7165:002206	7227:0011b8__FBgn0032144/CG17633	NoParalogs	-	-	-	-	-	-	-
AGAP009594	7165:002207	7227:000776__FBgn0023090/dtr	NoParalogs	-	-	-	-	-	-	-
AGAP009595	7165:002208	7227:0013af__FBgn0032946/nrv3	NoParalogs	-	-	-	-	-	-	-
AGAP009596	7165:002209	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009597	7165:00220a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028570	-	-	-	-	-	-	-	-	-	-
AGAP009598	7165:00220b	7227:000ac1__FBgn0028863/CG4587	NoParalogs	-	-	-	-	-	-	-
AGAP009599	7165:00220c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009600	7165:00220d	7227:000159__FBgn0001986/Mtr4	NoParalogs	-	-	-	-	-	-	-
AGAP009601	7165:00220e	7227:000166__FBgn0002044/swm	NoParalogs	-	-	-	-	-	-	-
AGAP009602	7165:00220f	7227:00015b__FBgn0001989/ND-B17	NoParalogs	-	-	-	-	-	-	-
AGAP009603	7165:002210	7227:000e6b__FBgn0030872/Ucp4A	NoParalogs	-	-	-	-	-	-	-
AGAP009604	7165:002211	7227:0017c1__FBgn0034583/CG10527	NoParalogs	-	-	-	-	-	-	-
AGAP009605	7165:002212	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009606	7165:002213	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009607	7165:002214	7227:000647__FBgn0015905/ast	NoParalogs	-	-	-	-	-	-	-
